,ShoeName,URL,no_colors,price_reduce,price,price_,Category
26,Adilette Comfort Slides,https://www.adidas.com/us/adilette-comfort-slides/GZ5893.html,2 colors,$25,$35,-,MEN Sportswear
27,NMD_V3 Shoes,https://www.adidas.com/us/nmd_v3-shoes/HQ4447.html,34 colors,$136,$170,-,Men's Originals
28,Freak 23 Mismatch Football Cleats,https://www.adidas.com/us/freak-23-mismatch-football-cleats/HP2441.html,3 colors,$88,$110,-,Men's Football
29,Adizero Finesse Track and Field Running Shoes,https://www.adidas.com/us/adizero-finesse-track-and-field-running-shoes/IE2769.html,2 colors,$91,$130,-,Men's Track & Field
30,Stan Smith Shoes,https://www.adidas.com/us/stan-smith-shoes/GX4452.html,22 colors,$70,$100,-,Men's Originals
31,NMD_V3 Shoes,https://www.adidas.com/us/nmd_v3-shoes/IG9942.html,34 colors,$119,$170,-,Men's Originals
32,Forum Exhibit Low Shoes,https://www.adidas.com/us/forum-exhibit-low-shoes/HQ7111.html,6 colors,$77,$110,-,Men's Originals
33,X Crazyfast.3 Indoor Soccer Shoes,https://www.adidas.com/us/x-crazyfast.3-indoor-soccer-shoes/ID9340.html,"4 colors, Indoor",$86,$95,-,MEN Soccer
34,NMD_V3 GORE-TEX Shoes,https://www.adidas.com/us/nmd_v3-gore-tex-shoes/IF7982.html,2 colors,$67,$190,-,Men's Originals
35,Nizza RF Hi Shoes,https://www.adidas.com/us/nizza-rf-hi-shoes/F34057.html,4 colors,$63,$90,-,MEN Originals
36,Ultraboost Light Running Shoes,https://www.adidas.com/us/ultraboost-light-running-shoes/HQ6341.html,22 colors,$95,$190,-,Men's Running
37,Copa Pure+ Firm Ground Soccer Cleats,https://www.adidas.com/us/copa-pure-plus-firm-ground-soccer-cleats/HQ8891.html,"3 colors, Firm Ground",$210,$280,-,MEN Soccer
38,Mocaturf Adventure Shoes,https://www.adidas.com/us/mocaturf-adventure-shoes/GY9853.html,4 colors,$56,$160,-,Men's Originals
39,Harden Volume 7 Basketball Shoes,https://www.adidas.com/us/harden-volume-7-basketball-shoes/HQ3424.html,9 colors,$112,$160,-,Men's Basketball
40,Freak 23 Mismatch Football Cleats,https://www.adidas.com/us/freak-23-mismatch-football-cleats/GW4167.html,3 colors,$88,$110,-,Men's Football
41,Harden Volume 7 Basketball Shoes,https://www.adidas.com/us/harden-volume-7-basketball-shoes/HQ3426.html,9 colors,$96,$160,-,Men's Basketball
42,NMD_R1 V3 Shoes,https://www.adidas.com/us/nmd_r1-v3-shoes/GY7358.html,34 colors,$119,$170,-,Men's Originals
43,BYW Select Basketball Shoes,https://www.adidas.com/us/byw-select-basketball-shoes/IE9306.html,6 colors,$84,$140,-,MEN Basketball
44,ZNSORED Shoes,https://www.adidas.com/us/znsored-shoes/HP5985.html,2 colors,$60,$80,-,MEN Sportswear
45,Oztral Shoes,https://www.adidas.com/us/oztral-shoes/GZ9408.html,3 colors,$78,$130,-,Men's Originals
46,Oztral Shoes,https://www.adidas.com/us/oztral-shoes/GZ9405.html,3 colors,$91,$130,-,Men's Originals
47,Tour360 22 Golf Shoes,https://www.adidas.com/us/tour360-22-golf-shoes/GZ3158.html,7 colors,$126,$180,-,Men's Golf
0,Harden Vol. 7 Basketball Shoes,https://www.adidas.com/us/harden-vol.-7-basketball-shoes/IF1138.html,-,$104,$160,-,Men's Basketball
1,Icon 7 Mid MD Cleats,https://www.adidas.com/us/icon-7-mid-md-cleats/S23922.html,-,$30,$50,-,Men's Baseball
2,Mocaturf Adventure Shoes,https://www.adidas.com/us/mocaturf-adventure-shoes/GY9853.html,4 colors,$56,$160,-,Men's Originals
3,Oznova Shoes,https://www.adidas.com/us/oznova-shoes/HP6362.html,6 colors,$91,$130,-,Men's Originals
4,Adifom SLTN Shoes,https://www.adidas.com/us/adifom-sltn-shoes/HP3122.html,9 colors,$70,$100,-,Men's Originals
5,Ultrabounce Running Shoes,https://www.adidas.com/us/ultrabounce-running-shoes/HQ1475.html,9 colors,$64,$80,-,Men's Running
6,OZWEEGO Shoes,https://www.adidas.com/us/ozweego-shoes/H06145.html,2 colors,$84,$120,-,Men's Originals
7,Oznova Shoes,https://www.adidas.com/us/oznova-shoes/HP6364.html,6 colors,$54,$120,-,Men's Originals
8,Mahomes 1 Black Panther Impact FLX Shoes,https://www.adidas.com/us/mahomes-1-black-panther-impact-flx-shoes/GX9654.html,6 colors,$98,$140,-,MEN Football
9,Tyshawn Low Shoes,https://www.adidas.com/us/tyshawn-low-shoes/GW4891.html,8 colors,$47,$85,-,Men's Originals
10,Dropset Training Shoes,https://www.adidas.com/us/dropset-training-shoes/GW3905.html,3 colors,$91,$130,-,Men's HIIT
11,Nizza Hi RF 74 Shoes,https://www.adidas.com/us/nizza-hi-rf-74-shoes/GX8488.html,-,$70,$100,-,Men's Originals
12,NMD_R1 Shoes,https://www.adidas.com/us/nmd_r1-shoes/FZ5876.html,45 colors,$90,$150,-,Men's Originals
13,4DFWD 2 Running Shoes,https://www.adidas.com/us/4dfwd-2-running-shoes/GX9258.html,10 colors,$120,$200,-,Men's Running
14,TERREX Free Hiker 2 GORE-TEX Hiking Shoe,https://www.adidas.com/us/terrex-free-hiker-2-gore-tex-hiking-shoe/GZ3288.html,7 colors,$138,$230,-,Men's TERREX
15,Ultraboost 1.0 Miami,https://www.adidas.com/us/ultraboost-1.0-miami/HQ5884.html,39 colors,$80,$200,-,MEN Sportswear
16,Stan Smith Recon Shoes,https://www.adidas.com/us/stan-smith-recon-shoes/IH0019.html,7 colors,$58,$165,-,Men's Originals
17,Duramo SL Running Shoes,https://www.adidas.com/us/duramo-sl-running-shoes/G58108.html,3 colors,$26,$65,-,Men's Running
18,Impact FLX II Turf Training Shoes,https://www.adidas.com/us/impact-flx-ii-turf-training-shoes/IE9376.html,7 colors,$77,$110,-,Men's Football
19,NMD_R1 Shoes,https://www.adidas.com/us/nmd_r1-shoes/GZ4306.html,45 colors,$64,$160,-,Men's Originals
20,Nebraska Ultraboost 1.0 Shoes,https://www.adidas.com/us/nebraska-ultraboost-1.0-shoes/IG5889.html,17 colors,$140,$200,-,MEN Sportswear
21,Superstar Shoes,https://www.adidas.com/us/superstar-shoes/H06192.html,28 colors,$44,$125,-,Men's Originals
22,Y-3 Hokori II,https://www.adidas.com/us/y-3-hokori-ii/HR1976.html,-,$198,$330,-,MEN Y-3
23,Ultraboost Light Running Shoes,https://www.adidas.com/us/ultraboost-light-running-shoes/IE1767.html,22 colors,$67,$190,-,Men's Running
24,Y-3 Idoso Boost,https://www.adidas.com/us/y-3-idoso-boost/HQ5970.html,-,$240,$400,-,MEN Y-3
25,NMD_R1 Shoes,https://www.adidas.com/us/nmd_r1-shoes/GZ4307.html,45 colors,$64,$160,-,Men's Originals
26,Lite Racer Adapt 5.0 Shoes,https://www.adidas.com/us/lite-racer-adapt-5.0-shoes/GX6773.html,2 colors,$49,$70,-,Men's Essentials
27,Y-3 Hicho,https://www.adidas.com/us/y-3-hicho/HR1944.html,4 colors,$120,$300,-,MEN Y-3
28,ADI DASSLER ADIFOM TRXN,https://www.adidas.com/us/adi-dassler-adifom-trxn/IG7454.html,5 colors,$48,$120,-,Men's Originals
29,OZWEEGO Shoes,https://www.adidas.com/us/ozweego-shoes/ID9816.html,2 colors,$48,$120,-,Men's Originals
30,Retropy E5 Shoes,https://www.adidas.com/us/retropy-e5-shoes/IG3065.html,7 colors,$54,$135,-,Men's Originals
31,Ultra 4D Running Shoes,https://www.adidas.com/us/ultra-4d-running-shoes/IG2263.html,7 colors,$165,$220,-,MEN Running
32,TERREX Swift R3 Hiking Shoes,https://www.adidas.com/us/terrex-swift-r3-hiking-shoes/HR1337.html,-,$56,$140,-,Men's TERREX
33,Stan Smith Shoes,https://www.adidas.com/us/stan-smith-shoes/FX5509.html,2 colors,$40,$100,-,MEN Originals
34,Solarcontrol Running Shoes,https://www.adidas.com/us/solarcontrol-running-shoes/GX9220.html,3 colors,$91,$130,-,Men's Running
35,Pureboost 22 Running Shoes,https://www.adidas.com/us/pureboost-22-running-shoes/HQ8583.html,8 colors,$112,$140,-,Men's Running
36,Superstar x Disney Shoes,https://www.adidas.com/us/superstar-x-disney-shoes/IE8369.html,-,$33,$110,-,Men's Originals
37,Superstar 82 Shoes,https://www.adidas.com/us/superstar-82-shoes/HP2183.html,4 colors,$54,$135,-,Men's Originals
38,SoleMatch Control Tennis Shoes,https://www.adidas.com/us/solematch-control-tennis-shoes/HQ8436.html,5 colors,$60,$120,-,Men's Tennis
39,Pureboost 23 Running Shoes,https://www.adidas.com/us/pureboost-23-running-shoes/IF2375.html,8 colors,$112,$140,-,Men's Running
40,Lite Racer Adapt 4.0 Cloudfoam Lifestyle Slip-On Shoes,https://www.adidas.com/us/lite-racer-adapt-4.0-cloudfoam-lifestyle-slip-on-shoes/GX4776.html,2 colors,$53,$70,-,Men's Essentials
41,ZNSORED Hi Shoes,https://www.adidas.com/us/znsored-hi-shoes/IE9415.html,5 colors,$44,$110,-,MEN Sportswear
42,Alphaboost V1 Shoes,https://www.adidas.com/us/alphaboost-v1-shoes/HQ4517.html,2 colors,$54,$120,-,Men's Sportswear
43,Trae Unlimited Basketball Shoes,https://www.adidas.com/us/trae-unlimited-basketball-shoes/IE0078.html,7 colors,$86,$95,-,MEN Basketball
44,Fluidflow 2.0 Shoes,https://www.adidas.com/us/fluidflow-2.0-shoes/FZ1985.html,-,$51,$85,-,Men's Sportswear
45,Adizero Boston 11 Running Shoes,https://www.adidas.com/us/adizero-boston-11-running-shoes/HQ3694.html,2 colors,$80,$160,-,Men's Running
46,Alphaboost V1 Shoes,https://www.adidas.com/us/alphaboost-v1-shoes/HQ7091.html,2 colors,$60,$120,-,Men's Sportswear
47,CourtJam Control Tennis Shoes,https://www.adidas.com/us/courtjam-control-tennis-shoes/HQ8808.html,5 colors,$81,$90,-,Men's Tennis
0,CourtJam Control Tennis Shoes,https://www.adidas.com/us/courtjam-control-tennis-shoes/HQ8808.html,5 colors,$81,$90,-,Men's Tennis
1,NMD_S1 Shoes,https://www.adidas.com/us/nmd_s1-shoes/FZ5707.html,14 colors,$140,$200,-,Men's Originals
2,Superstar Shoes,https://www.adidas.com/us/superstar-shoes/GW2176.html,2 colors,$95,$105,-,Men's Originals
3,Gamecourt 2.0 Tennis Shoes,https://www.adidas.com/us/gamecourt-2.0-tennis-shoes/HQ8809.html,4 colors,$49,$70,-,Men's Tennis
4,Alphaboost V1 Shoes,https://www.adidas.com/us/alphaboost-v1-shoes/IE9670.html,4 colors,$48,$120,-,Men's Sportswear
5,Adilette Aqua Slides,https://www.adidas.com/us/adilette-aqua-slides/F35550.html,11 colors,$20,$28,-,MEN Yoga
6,X Crazyfast.3 Indoor Soccer Shoes,https://www.adidas.com/us/x-crazyfast.3-indoor-soccer-shoes/ID9342.html,"4 colors, Indoor",$86,$95,-,MEN Soccer
7,OZELIA Shoes,https://www.adidas.com/us/ozelia-shoes/IE2004.html,15 colors,$61,$110,-,Men's Originals
8,Adilette Comfort Slides,https://www.adidas.com/us/adilette-comfort-slides/H03619.html,17 colors,$28,$40,-,MEN Sportswear
9,OZWEEGO Shoes,https://www.adidas.com/us/ozweego-shoes/IE0535.html,2 colors,$48,$120,-,Men's Originals
10,Predator Accuracy.3 Turf Soccer Shoes,https://www.adidas.com/us/predator-accuracy.3-turf-soccer-shoes/GZ0004.html,"4 colors, Turf",$81,$90,-,MEN Soccer
11,TERREX AX4 C,https://www.adidas.com/us/terrex-ax4-c/HQ9023.html,2 colors,$70,$100,-,Men's TERREX
12,NMD_R1 V2 Shoes,https://www.adidas.com/us/nmd_r1-v2-shoes/GY6162.html,2 colors,$64,$160,-,Men's Originals
13,Duramo 10 Running Shoes,https://www.adidas.com/us/duramo-10-running-shoes/GW8336.html,3 colors,$32,$70,-,Men's Running
14,Y-3 Ultraboost 22,https://www.adidas.com/us/y-3-ultraboost-22/HR1980.html,-,$198,$330,-,MEN Y-3
15,Predator Accuracy+ Firm Ground Soccer Cleats,https://www.adidas.com/us/predator-accuracy-plus-firm-ground-soccer-cleats/GW4559.html,"3 colors, Firm Ground",$210,$280,-,MEN Soccer
16,Y-3 Ajatu Run,https://www.adidas.com/us/y-3-ajatu-run/HR1936.html,3 colors,$210,$350,-,MEN Y-3
17,Matchbreak Super Shoes,https://www.adidas.com/us/matchbreak-super-shoes/EG2740.html,8 colors,$46,$70,-,MEN Originals
18,NMD_V3 Shoes,https://www.adidas.com/us/nmd_v3-shoes/FZ6498.html,34 colors,$119,$170,-,Men's Originals
19,Solarmotion Spikeless Shoes,https://www.adidas.com/us/solarmotion-spikeless-shoes/GX6424.html,4 colors,$65,$130,-,Men's Golf
20,ADI DASSLER ADIFOM TRXN,https://www.adidas.com/us/adi-dassler-adifom-trxn/IG7453.html,2 colors,$42,$120,-,Men's Originals
21,Y-3 Slides,https://www.adidas.com/us/y-3-slides/ID4445.html,7 colors,$161,$230,-,MEN Y-3
22,NMD_R1.V2 Shoes,https://www.adidas.com/us/nmd_r1.v2-shoes/ID2853.html,2 colors,$60,$150,-,Men's Originals
23,TERREX AX4 GORE-TEX Hiking Shoes,https://www.adidas.com/us/terrex-ax4-gore-tex-hiking-shoes/HP7397.html,3 colors,$96,$120,-,Men's TERREX
24,Stan Smith CS Shoes,https://www.adidas.com/us/stan-smith-cs-shoes/ID2044.html,6 colors,$30,$100,-,Men's Originals
25,TERREX Trailrider Trail Running Shoes,https://www.adidas.com/us/terrex-trailrider-trail-running-shoes/GW5534.html,3 colors,$66,$110,-,Men's TERREX
26,TERREX Two Flow Trail Running Shoes,https://www.adidas.com/us/terrex-two-flow-trail-running-shoes/GY9346.html,2 colors,$66,$110,-,Men's TERREX
27,Supernova 3 Running Shoes,https://www.adidas.com/us/supernova-3-running-shoes/IE4366.html,3 colors,$50,$100,-,Men's Running
28,Copa Pure.3 Firm Ground Soccer Cleats,https://www.adidas.com/us/copa-pure.3-firm-ground-soccer-cleats/HQ8984.html,"2 colors, Firm Ground",$72,$80,-,MEN Soccer
29,X_PLRBOOST Shoes,https://www.adidas.com/us/x_plrboost-shoes/ID9435.html,17 colors,$120,$160,-,Men's Sportswear
30,Copa Pure.2 Firm Ground Soccer Cleats,https://www.adidas.com/us/copa-pure.2-firm-ground-soccer-cleats/HQ8977.html,"2 colors, Firm Ground",$84,$140,-,MEN Soccer
31,Ultraboost Light Running Shoes,https://www.adidas.com/us/ultraboost-light-running-shoes/HQ8596.html,22 colors,$95,$190,-,Men's Running
32,Superstar Shoes,https://www.adidas.com/us/superstar-shoes/HQ2167.html,2 colors,$63,$105,-,Men's Originals
33,Y-3 GR.1P,https://www.adidas.com/us/y-3-gr.1p/FZ6391.html,3 colors,$231,$330,-,MEN Y-3
34,Bounce Legends Basketball Shoes,https://www.adidas.com/us/bounce-legends-basketball-shoes/IE9278.html,4 colors,$64,$85,-,MEN Basketball
35,Adistar CS Running Shoes,https://www.adidas.com/us/adistar-cs-running-shoes/GV9538.html,2 colors,$80,$160,-,Men's Running
36,Oztral Shoes,https://www.adidas.com/us/oztral-shoes/HP6565.html,5 colors,$91,$130,-,Men's Originals
37,4DFWD 2 Running Shoes,https://www.adidas.com/us/4dfwd-2-running-shoes/HP7663.html,5 colors,$140,$200,-,Men's Running
38,4DFWD 2 Running Shoes,https://www.adidas.com/us/4dfwd-2-running-shoes/HP7673.html,10 colors,$150,$200,-,Men's Running
39,Superstar 82 Shoes,https://www.adidas.com/us/superstar-82-shoes/HP3169.html,4 colors,$126,$140,-,Men's Originals
40,Grand Court Cloudfoam Comfort Shoes,https://www.adidas.com/us/grand-court-cloudfoam-comfort-shoes/HP2534.html,5 colors,$42,$70,-,Men's Essentials
41,Solarcontrol Running Shoes,https://www.adidas.com/us/solarcontrol-running-shoes/GX9219.html,2 colors,$52,$130,-,Men's Running
42,Forum Low Classic Shoes,https://www.adidas.com/us/forum-low-classic-shoes/FZ6274.html,15 colors,$77,$110,-,Men's Originals
43,Puig Indoor Shoes,https://www.adidas.com/us/puig-indoor-shoes/GY6934.html,10 colors,$73,$85,-,Men's Originals
44,Freak 23 Mismatch Football Cleats,https://www.adidas.com/us/freak-23-mismatch-football-cleats/HP2285.html,5 colors,$99,$110,-,Men's Football
45,Alphaboost V1 Shoes,https://www.adidas.com/us/alphaboost-v1-shoes/HP2760.html,4 colors,$96,$120,-,Men's Sportswear
46,Predator Accuracy.3 Laceless Firm Ground Soccer Cleats,https://www.adidas.com/us/predator-accuracy.3-laceless-firm-ground-soccer-cleats/GZ0019.html,"3 colors, Firm Ground",$75,$100,-,MEN Soccer
47,Defiant Speed Tennis Shoes,https://www.adidas.com/us/defiant-speed-tennis-shoes/ID1505.html,2 colors,$55,$110,-,Men's Tennis
0,The Velosamba Vegan Cycling Shoes,https://www.adidas.com/us/the-velosamba-vegan-cycling-shoes/HP5399.html,2 colors,$85,$130,-,MEN Cycling
1,Web BOOST Shoes,https://www.adidas.com/us/web-boost-shoes/HR0085.html,4 colors,$72,$160,-,MEN Sportswear
2,NMD_R1 Shoes,https://www.adidas.com/us/nmd_r1-shoes/GX9536.html,45 colors,$105,$150,-,Men's Originals
3,Y-3 Hicho,https://www.adidas.com/us/y-3-hicho/FZ6407.html,4 colors,$231,$330,-,MEN Y-3
4,Retropy E5 Shoes,https://www.adidas.com/us/retropy-e5-shoes/Q47101.html,2 colors,$108,$135,-,Men's Originals
5,Adistar CS 2.0 Running Shoes,https://www.adidas.com/us/adistar-cs-2.0-running-shoes/HP9636.html,-,$96,$160,-,Men's Running
6,Y-3 Hicho,https://www.adidas.com/us/y-3-hicho/IE9542.html,4 colors,$231,$330,-,MEN Y-3
7,Adizero Cleats,https://www.adidas.com/us/adizero-cleats/GW7626.html,6 colors,$84,$120,-,Men's Football
8,The Velosamba Vegan Cycling Shoes,https://www.adidas.com/us/the-velosamba-vegan-cycling-shoes/HQ6710.html,2 colors,$98,$130,-,MEN Cycling
9,Adilette Shower Slides,https://www.adidas.com/us/adilette-shower-slides/GZ5925.html,4 colors,$21,$30,-,MEN Yoga
10,Oztral Shoes,https://www.adidas.com/us/oztral-shoes/GZ9409.html,2 colors,$91,$130,-,Men's Originals
11,Top Sala Competition Indoor Soccer Shoes,https://www.adidas.com/us/top-sala-competition-indoor-soccer-shoes/FZ6123.html,"3 colors, Indoor",$48,$80,-,MEN Futsal
12,Retropy E5 Shoes,https://www.adidas.com/us/retropy-e5-shoes/IF2883.html,2 colors,$108,$135,-,Men's Originals
13,Rivalry 86 Low 003 Shoes,https://www.adidas.com/us/rivalry-86-low-003-shoes/IF3402.html,2 colors,$108,$120,-,Men's Originals
14,NMD_R1 V2 Shoes,https://www.adidas.com/us/nmd_r1-v2-shoes/GZ1999.html,3 colors,$120,$150,-,Men's Originals
15,Freak Spark MD 23 Football Inline Cleats,https://www.adidas.com/us/freak-spark-md-23-football-inline-cleats/GX9193.html,2 colors,$50,$55,-,Men's Football
16,Adizero Afterburner 8 Pro TPU Cleats,https://www.adidas.com/us/adizero-afterburner-8-pro-tpu-cleats/FZ4225.html,2 colors,$60,$100,-,Men's Baseball
17,Pureboost 22 HEAT.RDY Running Shoes,https://www.adidas.com/us/pureboost-22-heat.rdy-running-shoes/GY4706.html,-,$56,$140,-,Men's Running
18,Znsored HI Shoes,https://www.adidas.com/us/znsored-hi-shoes/GZ2293.html,5 colors,$63,$90,-,MEN Sportswear
19,Alphaboost V1 Shoes,https://www.adidas.com/us/alphaboost-v1-shoes/HP2758.html,11 colors,$66,$120,-,Men's Sportswear
20,Forum Low Classic Shoes,https://www.adidas.com/us/forum-low-classic-shoes/FZ6267.html,2 colors,$77,$110,-,Men's Originals
21,X Crazyfast Injection.3 Turf Soccer Shoes,https://www.adidas.com/us/x-crazyfast-injection.3-turf-soccer-shoes/IG0767.html,Turf,$86,$95,-,MEN Soccer
22,ADI DASSLER ADIFOM TRXN,https://www.adidas.com/us/adi-dassler-adifom-trxn/IG7992.html,2 colors,$42,$120,-,Men's Originals
23,Stan Smith Shoes,https://www.adidas.com/us/stan-smith-shoes/HQ9930.html,22 colors,$81,$115,-,MEN Originals
24,Retrocross Spikeless Golf Shoes,https://www.adidas.com/us/retrocross-spikeless-golf-shoes/GV6912.html,4 colors,$77,$110,-,Men's Golf
25,ZNSORED Shoes,https://www.adidas.com/us/znsored-shoes/HP9824.html,5 colors,$64,$80,-,MEN Sportswear
26,Adistar CS Running Shoes,https://www.adidas.com/us/adistar-cs-running-shoes/GY1697.html,2 colors,$80,$160,-,Men's Running
27,NMD_R1 Shoes,https://www.adidas.com/us/nmd_r1-shoes/GX9527.html,45 colors,$105,$150,-,Men's Originals
28,NMD_R1 Shoes,https://www.adidas.com/us/nmd_r1-shoes/ID9767.html,45 colors,$112,$160,-,Men's Originals
29,X_PLRBOOST Shoes,https://www.adidas.com/us/x_plrboost-shoes/ID9433.html,2 colors,$112,$160,-,Men's Sportswear
30,Rapidmove ADV Training Shoes,https://www.adidas.com/us/rapidmove-adv-training-shoes/HP3269.html,-,$54,$120,-,Men's Training
31,Y-3 Superstar,https://www.adidas.com/us/y-3-superstar/IE9541.html,4 colors,$231,$330,-,MEN Y-3
32,Ultraboost Light Running Shoes,https://www.adidas.com/us/ultraboost-light-running-shoes/HQ8595.html,22 colors,$95,$190,-,Men's Running
33,Predator Accuracy.1 Low Firm Ground Soccer Cleats,https://www.adidas.com/us/predator-accuracy.1-low-firm-ground-soccer-cleats/GW4576.html,"7 colors, Firm Ground",$200,$250,-,MEN Soccer
34,Forum 84 High Shoes,https://www.adidas.com/us/forum-84-high-shoes/FZ6302.html,4 colors,$91,$130,-,Men's Originals
35,Predator Accuracy.1 Low Firm Ground Soccer Cleats,https://www.adidas.com/us/predator-accuracy.1-low-firm-ground-soccer-cleats/GW4574.html,"7 colors, Firm Ground",$208,$260,-,MEN Soccer
36,Retropy F90 Shoes,https://www.adidas.com/us/retropy-f90-shoes/HP6368.html,5 colors,$74,$105,-,Men's Originals
37,Stan Smith Shoes,https://www.adidas.com/us/stan-smith-shoes/IG0247.html,22 colors,$63,$125,-,Men's Originals
38,ZG23 RAIN.RDY Golf Shoes,https://www.adidas.com/us/zg23-rain.rdy-golf-shoes/GW2131.html,-,$143,$220,-,MEN Golf
39,Icon 6 Bounce Mid Cleats,https://www.adidas.com/us/icon-6-bounce-mid-cleats/FV9356.html,-,$67,$95,-,Men's Baseball
40,Country XLG Shoes,https://www.adidas.com/us/country-xlg-shoes/ID0365.html,2 colors,$45,$100,-,Men's Originals
41,Pureboost 22 Running Shoes,https://www.adidas.com/us/pureboost-22-running-shoes/GY4705.html,8 colors,$70,$140,-,Men's Running
42,Predator Accuracy+ Artificial Grass Soccer Cleats,https://www.adidas.com/us/predator-accuracy-plus-artificial-grass-soccer-cleats/HQ0954.html,"2 colors, Artificial Grass",$210,$280,-,MEN Soccer
43,Predator Accuracy.1 Low Firm Ground Soccer Cleats,https://www.adidas.com/us/predator-accuracy.1-low-firm-ground-soccer-cleats/GW4577.html,"7 colors, Firm Ground",$188,$250,-,MEN Soccer
44,Eastrail 2.0 RAIN.RDY Hiking Shoes,https://www.adidas.com/us/eastrail-2.0-rain.rdy-hiking-shoes/S24009.html,-,$80,$100,-,Men's TERREX
45,Stan Smith Bonega 2B Shoes,https://www.adidas.com/us/stan-smith-bonega-2b-shoes/IG2394.html,-,$75,$125,-,MEN Originals
46,Adilette Sandals,https://www.adidas.com/us/adilette-sandals/FY8649.html,4 colors,$28,$40,-,MEN Yoga
47,Adi2000 Shoes,https://www.adidas.com/us/adi2000-shoes/H03489.html,4 colors,$88,$110,-,MEN Originals
