,product_code,n_reviews,quality,star_rating,Size,comfort
1651,DH6990-002,0.0,,0,,
1652,DH6993-002,0.0,,0,,
1653,DH6992-002,1.0,75.0,5,50.0,100.0
1654,DH6971-002,2.0,75.0,5,50.0,100.0
1655,DH7000-002,0.0,,0,,
1656,DH6991-002,2.0,62.5,5,25.0,100.0
1657,DH6983-002,10.0,50.0,4.9,40.0,100.0
1658,DH6984-002,3.0,55.89,5,17.0,84.0
1659,DH7001-002,5.0,64.0,4,38.0,90.0
1660,DH6979-002,1.0,100.0,5,,100.0
1661,DH6974-002,0.0,,0,,
1662,DH6982-002,4.0,50.33,4,38.0,88.0
1663,DH6998-002,1.0,75.0,5,50.0,100.0
1664,DH6973-002,2.0,62.5,4.5,25.0,100.0
1665,DH6988-002,0.0,,0,,
1666,DH6986-002,0.0,,0,,
1667,DH6976-002,2.0,62.5,5,25.0,100.0
1668,DH6977-002,0.0,,0,,
1669,DH6989-002,0.0,,0,,
1670,DH6978-002,0.0,,0,,
1671,DH6985-002,0.0,,0,,
1672,DH6987-002,0.0,,0,,
1673,DH7002-002,1.0,,5,,
