,count_of_sizes,colors,product_code,star_rating,comfort,quality,n_reviews,size
1542,0,"['Wonder Beige / Red / Wonder White', 'Core Black / Carbon / Cloud White', 'Cloud White / Grey One / Core Black', 'Core Black / Grey Five / Cloud White', 'Cloud White / Core Black / Grey Six', 'Grey Three / Grey / Core Black', 'Dark Brown / Core Black / Focus Olive']",ID7958,4.5,81.7819,89.2287,188,54.5213
1543,3,"['Cream White / Dark Brown / Sand Strata', 'Grey Four / Better Scarlet S23 / Core Black', 'Core Black / Cloud White / Collegiate Gold', 'Grey Three / Core Black / Grey Five', 'Core Black / Core Black / Bliss', 'Feather Grey / Feather Grey / Acid Orange S21', 'Metal Grey / Feather Grey / Sand', 'Grey Three / Grey Three / Grey Five', 'Cloud White / Cloud White / Grey One', 'Cloud White / Cloud White / Vivid Red S21', 'Trace Grey / Cloud White / Core Black', 'Magic Lime S22 / Cloud White / Core Black', 'Red / Royal Blue / Off White', 'Vivid Red S21 / Cloud White / Gum', 'Legend Ink / Cloud White / Gum', 'Better Scarlet / Team Victory Red / Core Black', 'Core Black / Core Black / Cloud White', 'Cloud White / Cloud White / Core Black', 'Core Black / Core Black / Core Black', 'Core Black / Core Black / Gum', 'Core Black / Cloud White / Grey Five', 'Cloud White / Cloud White / Cloud White', 'Cloud White / Cloud White / Gum', 'Cloud White / Core Black / Grey Three', 'Mineral Green / Mineral Green / Cloud White', 'Collegiate Gold / Impact Yellow F22 / Core Black', 'Shadow Navy / Cloud White / Collegiate Burgundy', 'Shadow Navy / White Tint / Glory Red', 'Core Black / Semi Lucid Blue / Glory Red', 'Core Black / Active Teal / Cloud White', 'Shadow Navy / Grey Two / Core Black', 'Cloud White / Solar Orange / Core Black', 'Cloud White / Off White / Solar Red', 'Cloud White / Semi Lucid Blue / Core Black', 'Core Black / Semi Lucid Blue S23 / Cloud White', 'Crystal White / Cloud White / Better Scarlet', 'Cloud White / Core Black / Bright Red', 'Core Black / Royal Blue / Cloud White', 'Grey Three / Core Black / Cloud White', 'Aluminium / Aluminium / Core Black', 'Core Black / Core Black / Cloud White', 'Focus Olive / Core Black / Shadow Olive', 'Core Black / Carbon / Grey Five']",IE4694,4.6,83.0638,86.2477,5510,52.1125
1544,3,"['Savanna / Savanna / Savanna', 'Cloud White / Wonder Steel F22 / Cloud White', 'Cloud White / Core Black / Crystal White', 'Shadow Green / Green Oxide / Aluminium', 'Core Black / Core Black / Carbon', 'Cloud White / Cloud White / Crystal White', 'Olive Strata / Core Black / Mesa', 'Grey One / Core Black / Arctic Fusion', 'Sand Strata / Magic Beige / Core Black', 'Carbon / Core Black / Crystal White', 'Carbon / Core Black / Grey Five', 'Silver Pebble / Shadow Olive / Focus Olive', 'Night Indigo / Grey / Dark Blue', 'Charcoal S24 / Wonder Beige F23 / Orange', 'Core Black / Matte Silver / Collegiate Purple']",IE2000,4.7,85.5328,86.8832,2655,51.0997
1545,0,"['Cloud White / Core Black / Magic Grey Met.', 'Core Black / Cloud White / Core Black', 'Cloud White / Cloud White / Core Black']",GY0722,,,,,
1546,2,"['Cloud White / Core Black / Magic Grey Met.', 'Core Black / Cloud White / Core Black', 'Cloud White / Cloud White / Core Black']",H04828,4.4,83.2,80.9,250,49.6
1547,3,"['Pink Strata S23 / Shadow Red / Wonder Blue F23', 'Wonder Red / Cloud White / Wonder Taupe', 'Solar Red / Core Black / Cloud White', 'Carbon / Blue Dawn S23 / Court Green S23', 'Wonder Taupe S23 / Wonder Taupe S23 / Solar Red', 'Cloud White / Core Black / Solar Red', 'Cloud White / Solar Gold / Lucid Blue S23', 'Core Black / White Tint / Screaming Orange S21', 'Dash Grey / Solar Red / Lucid Blue', 'Chalk White / Core Black / Bright Red', 'Light Aqua / Core Black / Bright Red', 'Shadow Navy S22 / Crystal White / Wonder Blue F23', 'Lucid Lemon / Core Black / Crystal White', 'Cloud White / Arctic Night / Lucid Lemon', 'Grey Four / Cloud White / Grey Five', 'Core Black / Core Black / Lucid Lime F23', 'Better Scarlet S23 / Better Scarlet S23 / Solar Red', 'Wonder Silver F23 / Wonder Silver F23 / Grey Four', 'Lucid Blue S23 / Coral Fusion S23 / Blue Fusion S23', 'Core Black / Cloud White / Core Black', 'Core Black / Bright Royal / Lucid Lemon F23']",HP3343,4.7,86.1384,89.3134,1937,49.5999
1548,10,"['Core Black / Cloud White / Team Colleg Gold 2', 'Team Dark Green / Cloud White / Collegiate Orange', 'Team Power Red 2 / Cloud White / Core Black', 'Core White / Silver Green S23 / Off White', 'Core White / Chalky Brown S22 / Off White', 'Shadow Navy / Court Green / Dash Grey', 'Cloud White / Cloud White / Cloud White', 'Collegiate Purple / Preloved Yellow F23 / Aluminium', 'Crew Blue S21 / Grey Six / Off White', 'Wonder Silver / Core Black / Off White', 'Wonder Beige / Clay / Off White', 'Grey / Off White / Wonder Beige F23', 'Cloud White / Off White / Acid Orange', 'Cloud White / Semi Lucid Blue / Clear Sky', 'Team Maroon 2 / Cloud White / Stone', 'Regal Purple / Cloud White / Team Sand']",IG0078,4.5,79.2169,87.9518,166,49.5482
1549,3,"['Aluminium / Aluminium / Lucid Lemon F23', 'Wonder Beige / Wonder Beige / Sand Strata', 'Grey Four / Grey Six / Grey Six', 'Core Black / Cloud White / Cloud White', 'Cloud White / Cloud White / Core Black', 'Core Black / Core Black / Core Black', 'Core Black / Core Black / Cloud White']",IE7474,4.5,84.5916,87.005,404,52.599
1550,1,"['Bright Blue / Cloud White / Core Black', 'Active Red / Active Red / Core Black', 'Cloud White / Team Maroon / Team Colleg Gold', 'Cloud White / Collegiate Orange / Dark Green', 'Cloud White / Team Dark Grey / Team Collegiate Red', 'Cloud White / Scarlet / Core Black', 'Light Solid Grey / Light Solid Grey / Bold Gold', 'Cloud White / Cloud White / Off White', 'Legend Ink / Legend Ink / Shadow Navy', 'Wonder Taupe / Wonder Taupe / Aluminium', 'Core Black / Silver Green / Carbon', 'Core Black / Core Black / Beam Green F22', 'Grey Three / Grey Five / Core Black', 'Core Black / Core Black / Beam Green F22', 'Cloud White / Cloud White / Cloud White', 'Shadow Navy / Core Blue / Impact Orange', 'Crystal White / Crystal White / Preloved Blue', 'Off White / Off White / Core Black', 'Silver Green / Silver Green / Olive Strata', 'Grey Three / Light Solid Grey / Lucid Fuchsia', 'Core Black / Core Black / Wonder Quartz', 'Blue Dawn S23 / Blue Dawn S23 / Blue Fusion S23', 'Lucid Blue / Cloud White / Blue Fusion', 'Grey One / Core Black / Grey Three', 'Semi Blue Burst / Preloved Ink / Solar Red', 'Cloud White / Core Black / Better Scarlet S23', 'Wonder Beige / Wonder Beige / Core Black', 'Off White / Semi Impact Orange / Crew Blue', 'Arctic Night / Arctic Night / Core Black', 'Carbon / Carbon / Bright Red', 'Earth Strata S23 / Earth Strata S23 / Core Black', 'Bright Royal / Blue Dawn S23 / Bright Red', 'Grey One / Collegiate Green / Grey Three', 'Core Black / Carbon / Lucid Lemon', 'Aluminium / Wonder Beige / Olive Strata', 'Core Black / Core Black / Solar Red', 'Grey One / Lucid Blue / Grey Three', 'Silver Green S23 / Silver Green S23 / Gold Metallic', 'Cloud White / Silver Metallic / Team Maroon', 'Cloud White / Gold Metallic / Team College Purple']",HR0071,4.7,87.3906,90.1799,2057,50.073
1551,15,"['Core Black / Core Black / Cloud White', 'Core Black / Core Black / Red']",FW3756,4.4,76.0204,80.6122,49,48.9796
1552,0,"['Cloud White / Core Black / Cloud White', 'Focus Olive / Core Black / Focus Olive', 'Royal Blue / Cloud White / Royal Blue', 'Core Black / Cloud White / Core Black', 'Almost Pink / Cloud White / Almost Pink']",GZ5888,4.7,85.4209,89.3825,4907,49.5505
1553,0,"['Core Black / Core Black / Core Black', 'Cloud White / Core Black / Lucid Lemon F23', 'Bright Royal / Cloud White / Solar Red']",ID9337,4.4,64.916,80.4622,119,43.4874
1554,0,"['Cloud White / Royal Blue / Solar Blue', 'Cloud White / Silver Metallic / Clear Grey', 'Team Power Red 2 / Cloud White / Bright Red', 'Core Black / Gold Metallic / Core Black']",GX7962,3.9,63.2353,76.4706,17,45.5882
1555,0,"['Cloud White / Cloud White / Core Black', 'Core Black / Cloud White / Team Shock Pink 2', 'Cloud White / Core Black / Lucid Lemon F23', 'Bright Royal / Cloud White / Bliss Blue F22']",FZ6116,4.2,64.7668,79.1451,193,40.0259
1556,0,"['Cream White / Dark Brown / Sand Strata', 'Grey Four / Better Scarlet S23 / Core Black', 'Core Black / Cloud White / Collegiate Gold', 'Grey Three / Core Black / Grey Five', 'Core Black / Core Black / Bliss', 'Feather Grey / Feather Grey / Acid Orange S21', 'Metal Grey / Feather Grey / Sand', 'Grey Three / Grey Three / Grey Five', 'Cloud White / Cloud White / Grey One', 'Cloud White / Cloud White / Vivid Red S21', 'Trace Grey / Cloud White / Core Black', 'Magic Lime S22 / Cloud White / Core Black', 'Red / Royal Blue / Off White', 'Vivid Red S21 / Cloud White / Gum', 'Legend Ink / Cloud White / Gum', 'Better Scarlet / Team Victory Red / Core Black', 'Core Black / Core Black / Cloud White', 'Cloud White / Cloud White / Core Black', 'Core Black / Core Black / Core Black', 'Core Black / Core Black / Gum', 'Core Black / Cloud White / Grey Five', 'Cloud White / Cloud White / Cloud White', 'Cloud White / Cloud White / Gum', 'Cloud White / Core Black / Grey Three', 'Mineral Green / Mineral Green / Cloud White', 'Collegiate Gold / Impact Yellow F22 / Core Black', 'Shadow Navy / Cloud White / Collegiate Burgundy', 'Shadow Navy / White Tint / Glory Red', 'Core Black / Semi Lucid Blue / Glory Red', 'Core Black / Active Teal / Cloud White', 'Shadow Navy / Grey Two / Core Black', 'Cloud White / Solar Orange / Core Black', 'Cloud White / Off White / Solar Red', 'Cloud White / Semi Lucid Blue / Core Black', 'Core Black / Semi Lucid Blue S23 / Cloud White', 'Crystal White / Cloud White / Better Scarlet', 'Cloud White / Core Black / Bright Red', 'Core Black / Royal Blue / Cloud White', 'Grey Three / Core Black / Cloud White', 'Aluminium / Aluminium / Core Black', 'Core Black / Core Black / Cloud White', 'Focus Olive / Core Black / Shadow Olive', 'Core Black / Carbon / Grey Five']",IF8030,4.6,83.0638,86.2477,5510,52.1125
1557,0,"['Off White / Wonder White F21 / Off White', 'Core Black / Cloud White / Core Black', 'Bliss / Core Black / Bliss', 'Silver Green S23 / Collegiate Green / Silver Green S23', 'Acid Orange S21 / Clear Pink / Acid Orange S21']",IF7629,4.7,89.5731,91.6803,610,51.3136
1558,0,"['Cloud White / Silver Metallic / Cloud White', 'Bright Orange / Core Black / Cloud White']",IG9724,4.6,78.2895,83.5526,38,50
1559,0,"['Core Black / Utility Grey / Hi-Res Blue', 'Gobi-Smc / Mystery Ink / Unity Orange', 'Crew Yellow / Cloud White / Unity Orange']",ID1889,4.7,86.1111,96.2963,54,43.5185
1560,0,"['Wonder Orchid / Off White / Shadow Red', 'Core Black / Acid Orange / Lucid Pink', 'Wonder Beige / Off White / Orbit Grey', 'Solar Green / Impact Orange / Core Black', 'Collegiate Gold / Acid Orange S21 / Legend Ink', 'Core Black / Better Scarlet S23 / Iron Metallic']",IF0006,4.4,80,80.5556,45,51.6667
1561,0,"['Bright Royal / Cloud White / Bliss Blue F22', 'Cloud White / Core Black / Lucid Lemon F23']",IE9488,4.2,72.561,87.8049,41,43.9024
1562,0,[['Grey Two / Carbon / Grey Three']],GW0551,4.7,86.5854,93.2927,41,52.439
1563,0,"['Core White / Grey One / Off White', 'Core White / Off White / Team Power Red']",GZ2556,5.0,90.625,90.625,8,53.125
1564,0,"['Core Black / Off White / Cloud White', 'Cloud White / Cloud White / Core Black', 'Off White / Core Black / Burnt Cayenne', 'Almost Blue / Off White / Core Black']",IG7076,4.4,75.9804,91.1765,51,48.5294
1565,0,"['Cloud White / Cloud White / Core Black', 'Core Black / Core Black / Cloud White', 'Bright Royal / Cloud White / Bliss Blue F22', 'Cloud White / Core Black / Lucid Lemon F23']",FZ6107,4.5,72.2376,83.011,181,45.9945
1566,0,"['Bliss / Cloud White / Bright Blue', 'Bright Blue / Carbon / Core Black', 'Pyrite / Pyrite / Mesa', 'Blue / Blue / Bright Royal']",GX3129,4.9,80.4348,93.4783,23,54.3478
1567,0,"['Bright Royal / Cloud White / Solar Red', 'Cloud White / Core Black / Lucid Lemon F23', 'Cloud White / Cloud White / Cloud White', 'Core Black / Core Black / Core Black']",GY7378,4.4,76.1538,78.8462,65,53.4615
1568,0,[['Halo Gold S21 / Core Black / Cream White']],ID8252,3.9,60.7143,78.5714,7,42.8571
1569,0,"['Crystal White / Cloud White / Cloud White', 'Core Black / Cloud White / Cloud White', 'Shadow Red / Cloud White / Better Scarlet S23', 'Wonder Taupe / Cloud White / Lucid Blue', 'Core Black / Carbon / Core Black']",GZ2291,5.0,100,100,4,50
1570,2,"['Bright Blue / Cloud White / Core Black', 'Active Red / Active Red / Core Black', 'Cloud White / Team Maroon / Team Colleg Gold', 'Cloud White / Collegiate Orange / Dark Green', 'Cloud White / Team Dark Grey / Team Collegiate Red', 'Cloud White / Scarlet / Core Black', 'Light Solid Grey / Light Solid Grey / Bold Gold', 'Cloud White / Cloud White / Off White', 'Legend Ink / Legend Ink / Shadow Navy', 'Wonder Taupe / Wonder Taupe / Aluminium', 'Core Black / Silver Green / Carbon', 'Core Black / Core Black / Beam Green F22', 'Grey Three / Grey Five / Core Black', 'Core Black / Core Black / Beam Green F22', 'Cloud White / Cloud White / Cloud White', 'Shadow Navy / Core Blue / Impact Orange', 'Crystal White / Crystal White / Preloved Blue', 'Off White / Off White / Core Black', 'Silver Green / Silver Green / Olive Strata', 'Grey Three / Light Solid Grey / Lucid Fuchsia', 'Core Black / Core Black / Wonder Quartz', 'Blue Dawn S23 / Blue Dawn S23 / Blue Fusion S23', 'Lucid Blue / Cloud White / Blue Fusion', 'Grey One / Core Black / Grey Three', 'Semi Blue Burst / Preloved Ink / Solar Red', 'Cloud White / Core Black / Better Scarlet S23', 'Wonder Beige / Wonder Beige / Core Black', 'Off White / Semi Impact Orange / Crew Blue', 'Arctic Night / Arctic Night / Core Black', 'Carbon / Carbon / Bright Red', 'Earth Strata S23 / Earth Strata S23 / Core Black', 'Bright Royal / Blue Dawn S23 / Bright Red', 'Grey One / Collegiate Green / Grey Three', 'Core Black / Carbon / Lucid Lemon', 'Aluminium / Wonder Beige / Olive Strata', 'Core Black / Core Black / Solar Red', 'Grey One / Lucid Blue / Grey Three', 'Silver Green S23 / Silver Green S23 / Gold Metallic', 'Cloud White / Silver Metallic / Team Maroon', 'Cloud White / Gold Metallic / Team College Purple']",HQ4196,4.7,87.3906,90.1799,2057,50.073
1571,4,"['Cloud White / Gold Metallic / Cloud White', 'Cloud White / Cloud White / Silver Metallic', 'Core Black / Core Black / Night Metallic']",GX5421,4.5,86.5385,86.5385,13,48.0769
1572,0,"['Core Black / Cloud White / Core Black', 'Team Navy Blue 2 / Cloud White / Cloud White', 'Core Black / Cloud White / Grey Four', 'Royal Blue / Off White / Bright Red', 'Cloud White / Core Black / Matte Silver']",GW2554,4.5,83.7121,85.0453,331,47.9545
1573,0,"['Purple / Cloud White / Lucid Fuchsia S23', 'Grey Four / Gum / Gum', 'Core Black / Cloud White / Cloud White', 'Crystal White / Cloud White / Cloud White', 'Core Black / Core Black / Core Black']",HP5988,4.5,79.1667,84.6014,138,50.9058
1574,0,[['Grey / Cloud White / Cloud White']],H03740,4.9,91.8919,97.973,37,52.027
1575,12,"['Bright Royal / Cloud White / Bliss Blue F22', 'Cloud White / Core Black / Lucid Lemon F23', 'Cloud White / Grey Two / Preloved Blue S23', 'Team Solar Orange / Core Black / Core Black', 'Core Black / Core Black / Cloud White', 'Cloud White / Cloud White / Cloud White', 'Core Black / Cloud White / Team Shock Pink 2']",GZ0032,4.7,81.7485,88.0368,163,51.9939
1576,16,[['Core Black / Sand Strata S23 / Impact Orange F22']],GV9034,4.5,77.381,88.0952,21,48.8095
1577,7,"['Royal Blue / Cloud White / Cloud White', 'Team Power Red / Cloud White / Cloud White', 'Core Black / Cloud White / Cloud White', 'Cloud White / Silver Metallic / Team Light Grey', 'Team Navy / Cloud White / Cloud White', 'Team Light Grey / Cloud White / Silver Metallic']",FZ4215,4.7,83.0986,85.9155,71,48.2394
1578,10,"['Focus Olive F21 / Core Black / Orbit Green F21', 'Core Black / Grey Five / Cloud White', 'Core Black / Grey Five / Cloud White']",GZ9865,4.4,79.1667,82.5,30,55
1579,15,"['Core Black / Core Black / Gum M2', 'Core Black / Carbon / Wonder White F21', 'Grey Five / Grey Three / Bronze Strata', 'Grey Five / Grey Three / Bronze Strata S23', 'Core Black / Core Black / Gum M2']",GY5214,4.5,75.7752,84.1085,258,52.1318
1580,3,[['Non Dyed / Cloud White / Core Black']],HP3064,4.1,69.9367,78.1646,79,48.7342
1581,12,"['Core Black / Core Black / Cloud White', 'Non Dyed / Non Dyed / Non Dyed']",GW4302,4.3,75.8721,80.814,86,45.9302
1582,8,"['Royal Blue / Cloud White / Cloud White', 'Team Power Red / Cloud White / Cloud White', 'Core Black / Cloud White / Cloud White', 'Cloud White / Silver Metallic / Team Light Grey', 'Team Navy / Cloud White / Cloud White', 'Team Light Grey / Cloud White / Silver Metallic']",FZ4217,4.7,83.0986,85.9155,71,48.2394
1583,6,"['Team Light Grey / Cloud White / Silver Metallic', 'Cloud White / Silver Metallic / Silver Metallic']",FZ1560,4.2,78.7879,77.2727,33,49.2424
1584,10,"['Core Black / Carbon / Red', 'Core Black / Grey Three / Chalk White', 'Wonder Steel F22 / Wonder Steel F22 / Legend Ink', 'Core Black / Carbon / Pulse Lime S22', 'Dgh Solid Grey / Grey Three / Acid Mint']",HQ2109,4.5,81.5217,90.2174,23,42.3913
1585,10,"['Royal Blue / Cloud White / Cloud White', 'Team Power Red / Cloud White / Cloud White', 'Core Black / Cloud White / Cloud White', 'Cloud White / Silver Metallic / Team Light Grey', 'Team Navy / Cloud White / Cloud White', 'Team Light Grey / Cloud White / Silver Metallic']",H00971,4.7,83.0986,85.9155,71,48.2394
1586,9,"['Wonder White / Aluminium / Impact Orange', 'Savanna / Coral Fusion S23 / Court Green S23', 'Wonder Blue / Core Black / Lucid Lemon']",H03663,4.4,85.7143,89.2857,14,50
1587,1,"['Bright Blue / Cloud White / Core Black', 'Active Red / Active Red / Core Black', 'Cloud White / Team Maroon / Team Colleg Gold', 'Cloud White / Collegiate Orange / Dark Green', 'Cloud White / Team Dark Grey / Team Collegiate Red', 'Cloud White / Scarlet / Core Black', 'Light Solid Grey / Light Solid Grey / Bold Gold', 'Cloud White / Cloud White / Off White', 'Legend Ink / Legend Ink / Shadow Navy', 'Wonder Taupe / Wonder Taupe / Aluminium', 'Core Black / Silver Green / Carbon', 'Core Black / Core Black / Beam Green F22', 'Grey Three / Grey Five / Core Black', 'Core Black / Core Black / Beam Green F22', 'Cloud White / Cloud White / Cloud White', 'Shadow Navy / Core Blue / Impact Orange', 'Crystal White / Crystal White / Preloved Blue', 'Off White / Off White / Core Black', 'Silver Green / Silver Green / Olive Strata', 'Grey Three / Light Solid Grey / Lucid Fuchsia', 'Core Black / Core Black / Wonder Quartz', 'Blue Dawn S23 / Blue Dawn S23 / Blue Fusion S23', 'Lucid Blue / Cloud White / Blue Fusion', 'Grey One / Core Black / Grey Three', 'Semi Blue Burst / Preloved Ink / Solar Red', 'Cloud White / Core Black / Better Scarlet S23', 'Wonder Beige / Wonder Beige / Core Black', 'Off White / Semi Impact Orange / Crew Blue', 'Arctic Night / Arctic Night / Core Black', 'Carbon / Carbon / Bright Red', 'Earth Strata S23 / Earth Strata S23 / Core Black', 'Bright Royal / Blue Dawn S23 / Bright Red', 'Grey One / Collegiate Green / Grey Three', 'Core Black / Carbon / Lucid Lemon', 'Aluminium / Wonder Beige / Olive Strata', 'Core Black / Core Black / Solar Red', 'Grey One / Lucid Blue / Grey Three', 'Silver Green S23 / Silver Green S23 / Gold Metallic', 'Cloud White / Silver Metallic / Team Maroon', 'Cloud White / Gold Metallic / Team College Purple']",GY7479,4.7,87.3906,90.1799,2057,50.073
1588,13,"['Crystal White / Purple / Burgundy', 'Crystal White / Silver Green S23 / Silver Green S23']",GY2537,4.3,67.3077,78.8462,13,61.5385
1589,4,"['Core Black / Core Black / Matte Gold', 'Cloud White / Cloud White / Matte Silver']",GZ6196,4.7,87.4865,89.0086,928,52.3294
1590,5,"['Shadow Navy / Team Dark Green / Team Coll Burgundy 2', 'Off White / Chalk White / Aluminium']",FZ6278,4.7,84.8592,89.7887,142,51.7606
1591,3,[[]],ID4464,3.0,40.625,50,8,43.75
1592,15,[['Off White / Core Black / Team College Purple']],HQ4622,,,,,
1593,18,[['Crystal White / Clear Blue / Green']],ID2151,,,,,
1594,12,"['Core Black / Core Black / Cloud White', 'Non Dyed / Non Dyed / Non Dyed']",S29049,4.3,75.8721,80.814,86,45.9302
1595,18,"['Bold Blue / Hazy Copper / Chalk White', 'White Tint / Royal Blue / Orange']",ID4755,5.0,100,100,3,58.3333
1596,14,"['Pulse Lime S22 / Turbo / Cloud White', 'Core Black / Blue Rush S22 / Turbo', 'Core Black / Grey Four / Cloud White', 'Blue Dawn S23 / Blue Fusion S23 / Impact Orange F22']",H03182,4.4,72.5806,86.2903,186,49.0591
1597,3,[['Grey Four / Core Black / Orange Rush S22']],GW5995,4.7,85.1672,85.0108,929,47.9504
1598,8,"['Team Rave Green / Team Rave Green / Team Rave Green', 'Off White / Off White / Off White', 'Orbit Grey / Bliss / Linen', 'Silver Metallic / Brown / Cream White', 'Core White / Core White / Core White', 'Black / Black / Black', 'Unity Ink / Unity Ink / Unity Ink']",HQ3665,4.0,75,90,5,40
1599,15,[['Core Black / Team Solar Yellow 2 / Grey Five']],IG0765,4.7,76.6667,88.3333,15,45
1600,2,"['Bold Green / Signal Orange / Vivid Berry', 'Bahia Magenta / Bahia Magenta / Collegiate Green', 'Royal Blue / Cloud White / Royal Blue', 'Core Black / Cloud White / Core Black', 'Mystery Blue / Hi-Res Yellow / Mystery Blue', 'Vision Met. / Vision Met. / Grey Two', 'Core Black / Grey Six / Core Black', 'Core Black / Core Black / Core Black', 'Core Black / Gold Metallic / Core Black', 'Core Black / Core Black / Beam Pink F22', 'Cloud White / Cloud White / Matte Gold', 'Grey Two / Silver Metallic / Grey Two', 'Sand Strata / Purple / Sand Strata', 'Ecru Tint / Coral Fusion / Ecru Tint', 'Night Indigo / Cloud White / Night Indigo']",GZ6412,4.7,90.9001,90.6966,6108,54.7224
1601,14,"['Core Black / Grey Two / Solar Red', 'Orbit Green F21 / Core Black / Pulse Lime S22']",GY5121,4.7,84.9153,88.2203,295,53.7288
1602,9,[['Chalk White / Silver Metallic / Preloved Blue S23']],HQ5930,4.2,72.4265,79.3478,69,44.8529
1603,13,"['Chalk White / Aluminium / Magic Beige', 'Silver Pebble S23 / Olive Strata S23 / Silver Pebble S23', 'Carbon / Carbon / Grey Two', 'Crew Navy / Collegiate Navy / Blue Fusion']",GV6905,4.6,91.6667,91.6667,18,50
1604,11,"['Cloud White / Orbit Grey / Off White', 'Clay Strata / Cream White / Bold Gold', 'Silver Metallic / Preloved Blue / Grey Two', 'Wonder Quartz / Off White / Core Black', 'Linen Green / Metal Grey / Cream White', 'Off White / Collegiate Gold / Cream White', 'Off White / Hazy Yellow S21 / Cream White', 'Off White / Wonder Beige / Cream White']",GX4537,4.8,82.6125,91.8103,580,52.5519
1605,12,"['Team Light Grey / Cloud White / Silver Metallic', 'Cloud White / Silver Metallic / Silver Metallic']",S23882,4.2,78.7879,77.2727,33,49.2424
1606,11,"['Cloud White / Core Black / Pulse Lime S22', 'Core Black / Cloud White / Pulse Lime S22', 'Cloud White / Dark Silver Metallic / Core Black', 'Grey Three / Cloud White / Impact Orange F22']",GX9013,4.6,88.4868,83.8816,76,50.3289
1607,1,"['Light Purple / Light Purple / Crystal White', 'Core Black / Utility Black / Utility Black', 'Magic Beige / Core Black / Cloud White', 'Cloud White / Cloud White / Cloud White']",GX4634,4.8,86.7604,91.1243,338,52.145
1608,2,"['Bright Blue / Cloud White / Core Black', 'Active Red / Active Red / Core Black', 'Cloud White / Team Maroon / Team Colleg Gold', 'Cloud White / Collegiate Orange / Dark Green', 'Cloud White / Team Dark Grey / Team Collegiate Red', 'Cloud White / Scarlet / Core Black', 'Light Solid Grey / Light Solid Grey / Bold Gold', 'Cloud White / Cloud White / Off White', 'Legend Ink / Legend Ink / Shadow Navy', 'Wonder Taupe / Wonder Taupe / Aluminium', 'Core Black / Silver Green / Carbon', 'Core Black / Core Black / Beam Green F22', 'Grey Three / Grey Five / Core Black', 'Core Black / Core Black / Beam Green F22', 'Cloud White / Cloud White / Cloud White', 'Shadow Navy / Core Blue / Impact Orange', 'Crystal White / Crystal White / Preloved Blue', 'Off White / Off White / Core Black', 'Silver Green / Silver Green / Olive Strata', 'Grey Three / Light Solid Grey / Lucid Fuchsia', 'Core Black / Core Black / Wonder Quartz', 'Lucid Blue / Cloud White / Blue Fusion', 'Grey One / Core Black / Grey Three', 'Semi Blue Burst / Preloved Ink / Solar Red', 'Cloud White / Core Black / Better Scarlet S23', 'Wonder Beige / Wonder Beige / Core Black', 'Off White / Semi Impact Orange / Crew Blue', 'Arctic Night / Arctic Night / Core Black', 'Carbon / Carbon / Bright Red', 'Earth Strata S23 / Earth Strata S23 / Core Black', 'Bright Royal / Blue Dawn S23 / Bright Red', 'Grey One / Collegiate Green / Grey Three', 'Core Black / Carbon / Lucid Lemon', 'Aluminium / Wonder Beige / Olive Strata', 'Core Black / Core Black / Solar Red', 'Grey One / Lucid Blue / Grey Three', 'Silver Green S23 / Silver Green S23 / Gold Metallic', 'Cloud White / Silver Metallic / Team Maroon', 'Cloud White / Gold Metallic / Team College Purple']",HR0070,4.7,87.3906,90.1799,2057,50.073
1609,14,"['Royal Blue / Cloud White / Silver Metallic', 'Cloud White / Silver Metallic / Silver Metallic', 'Core Black / Cloud White / Silver Metallic', 'Team Navy / Cloud White / Silver Metallic', 'Team Light Grey / Cloud White / Silver Metallic', 'Team Power Red / Cloud White / Silver Metallic']",S23853,4.5,78.6765,83.8235,34,50.7353
1610,3,"['Royal Blue / Cloud White / Royal Blue', 'Wonder Blue / Impact Orange / Core Black', 'Cream White / Carbon / Grey Four', 'Orbit Grey / Chalk White / Grey Four', 'Better Scarlet S23 / Core Black / Better Scarlet S23', 'Royal Blue / Off White / Core Black', 'Silver Metallic / Core Black / Grey One', 'Cloud White / Core Black / Cloud White', 'Crew Yellow S21 / Core Black / Crew Yellow S21']",GW4464,4.7,83.8983,88.9831,177,51.6949
1611,11,[['Grey Three / Pulse Yellow F21 / Grey Two']],FZ1025,4.6,91.3462,91.2879,132,50
1612,17,"['Core White / Core Black / Chalk White', 'Core White / Magic Grey S22 / Easy Mint', 'Chalk White / Carbon / Hazy Copper S21']",GZ9802,5.0,84.375,93.75,8,50
1613,8,"['Core White / Clear Pink / Cream White', 'Crystal White / Bright Blue / Grey One']",IE4212,4.9,76.7857,87.5,14,50
1614,3,"['Core Black / Cloud White / Team Shock Pink 2', 'Core Black / Core Black / Cloud White', 'Cloud White / Core Black / Lucid Lemon F23', 'Bright Royal / Cloud White / Bliss Blue F22', 'Cloud White / Cloud White / Core Black']",GZ0024,4.3,69.862,78.4509,326,45.7822
1615,6,"['Orbit Grey / Silver Metallic / Metal Grey', 'Cloud White / Silver Metallic / Royal Blue', 'Core Black / Silver Metallic / Solar Yellow']",GX9595,4.5,79.9569,88.5776,232,50.3233
1616,8,"['Core Black / Cloud White / Grey Five', 'Beige Tone F21 / Core Black / Beam Yellow F22', 'Beam Orange F22 / Core Black / Semi Pulse Lilac F22', 'Silver Pebble / Core Black / Silver Pebble']",HP5400,4.3,78.1746,82.5397,189,48.6772
