,count_of_sizes,color_1,color_2,color_3,color_4,other_color,product_code
3233,0,Black,Blue,White,,grey,ID1889
3234,0,Black,,White,Red,grey,IF0006
3235,0,Black,Blue,White,,,IE9488
3236,0,Black,,,,grey,GW0551
3237,0,,,White,Red,grey,GZ2556
3238,0,Black,Blue,White,,,IG7076
3239,0,Black,Blue,White,,,FZ6107
3240,0,Black,Blue,White,,,GX3129
3241,0,Black,,White,Red,,GY7378
3242,0,Black,,White,,gold,ID8252
3243,0,Black,Blue,White,Red,taupe,GZ2291
3244,2,Black,Blue,White,Red,grey,HQ4196
3245,4,Black,,White,,gold,GX5421
3246,0,Black,Blue,White,Red,grey,GW2554
3247,0,Black,,White,,grey,HP5988
3248,0,,,White,,grey,H03740
3249,12,Black,Blue,White,,grey,GZ0032
3250,16,Black,,,,orange,GV9034
3251,7,Black,Blue,White,Red,grey,FZ4215
3252,10,Black,,White,,grey,GZ9865
3253,15,Black,,White,,grey,GY5214
3254,3,Black,,White,,,HP3064
3255,12,Black,,White,,,GW4302
3256,8,Black,Blue,White,Red,grey,FZ4217
3257,6,,,White,,grey,FZ1560
3258,10,Black,,White,Red,grey,HQ2109
3259,10,Black,Blue,White,Red,grey,H00971
3260,9,Black,Blue,White,,green,H03663
3261,1,Black,Blue,White,Red,grey,GY7479
3262,13,,,White,Red,purple,GY2537
3263,4,Black,,White,,gold,GZ6196
3264,5,,Blue,White,Red,green,FZ6278
3265,3,,,,,,ID4464
3266,15,Black,,White,,purple,HQ4622
3267,18,,Blue,White,,green,ID2151
3268,12,Black,,White,,,S29049
3269,18,,Blue,White,,orange,ID4755
3270,14,Black,Blue,White,,grey,H03182
3271,3,Black,,,,grey,GW5995
3272,8,Black,,White,,grey,HQ3665
3273,15,Black,,,,grey,IG0765
3274,2,Black,Blue,White,,grey,GZ6412
3275,14,Black,,,Red,grey,GY5121
3276,9,,Blue,White,,,HQ5930
3277,13,Black,Blue,White,,grey,GV6905
3278,11,Black,Blue,White,,grey,GX4537
3279,12,,,White,,grey,S23882
3280,11,Black,,White,,grey,GX9013
3281,1,Black,,White,,purple,GX4634
3282,2,Black,Blue,White,Red,grey,HR0070
3283,14,Black,Blue,White,Red,grey,S23853
3284,3,Black,Blue,White,Red,grey,GW4464
3285,11,,,,,grey,FZ1025
3286,17,Black,,White,,grey,GZ9802
3287,8,,Blue,White,,grey,IE4212
3288,3,Black,Blue,White,,pink,GZ0024
3289,6,Black,Blue,White,,grey,GX9595
3290,8,Black,,White,,grey,HP5400
3291,3,Black,Blue,White,Red,grey,IF8029
3292,7,Black,Blue,White,Red,grey,HQ4452
3293,4,Black,,White,Red,,GX5126
3294,5,,Blue,White,,,GW1798
3295,7,,Blue,White,,,H68593
3296,7,Black,,White,,grey,GV9789
3297,5,Black,Blue,White,Red,grey,HP5771
3298,1,Black,Blue,White,Red,purple,GY0025
3299,4,Black,Blue,White,Red,purple,GW2175
3300,14,Black,Blue,White,Red,grey,S23851
3301,13,Black,,White,Red,,FW2853
3302,8,Black,,White,,grey,HQ1970
3303,3,Black,Blue,White,Red,grey,FU8298
3304,6,Black,Blue,White,Red,grey,FZ4216
3305,8,Black,Blue,White,Red,grey,HP2178
3306,13,Black,Blue,White,Red,grey,FY4442
3307,4,Black,Blue,White,,grey,GZ0031
3308,5,Black,Blue,White,,grey,HQ1449
3309,4,Black,,White,,grey,HP5987
3310,9,Black,,,,grey,FZ1035
3311,6,Black,Blue,White,Red,grey,GX2084
3312,4,Black,Blue,White,Red,green,GY4690
3313,3,Black,,White,,,FY9299
3314,4,Black,Blue,White,,grey,GV9712
3315,4,,,White,,gold,HP7711
3316,5,Black,,,,grey,HR1160
3317,3,Black,Blue,White,Red,grey,HP5982
3318,3,Black,Blue,White,,grey,FZ6298
3319,9,Black,,White,Red,grey,GW4654
3320,4,Black,Blue,White,Red,grey,HQ6342
3321,5,Black,,,,grey,HR1157
3322,9,Black,Blue,White,Red,grey,H00979
3323,5,Black,Blue,,,,GV9073
3324,4,,,White,Red,,GX9781
3325,4,,Blue,White,,grey,ID0364
3326,9,Black,Blue,White,Red,grey,H00978
3327,2,Black,Blue,White,Red,grey,GY0005
3328,3,Black,Blue,White,,grey,GZ0682
3329,4,Black,Blue,White,Red,grey,HQ6991
3330,3,Black,Blue,White,,grey,GZ5175
3331,7,Black,,White,,grey,FZ4220
3332,5,Black,,White,Red,gold,HR1120
3333,3,Black,Blue,White,Red,grey,HP2443
3334,6,Black,,,,grey,IF7983
3335,9,Black,,White,Red,grey,HP6568
3336,3,Black,Blue,White,Red,grey,IF5609
3337,4,Black,Blue,White,,grey,IG4773
3338,0,,Blue,White,Red,green,GY5543
3339,4,Black,Blue,White,,grey,GZ5893
3340,4,Black,Blue,White,Red,grey,HQ4447
3341,4,Black,Blue,White,Red,grey,HP2441
3342,8,Black,Blue,,,,IE2769
3343,3,Black,Blue,White,Red,grey,GX4452
3344,4,Black,Blue,White,Red,grey,IG9942
3345,3,Black,Blue,White,Red,grey,HQ7111
3346,3,Black,,White,Red,,ID9340
3347,4,Black,,,,grey,IF7982
3348,4,Black,,White,,olive,F34057
3349,3,Black,Blue,White,Red,grey,HQ6341
3350,2,Black,,White,,,HQ8891
3351,7,,,,,grey,GY9853
3352,3,Black,Blue,White,Red,grey,HQ3424
3353,2,Black,Blue,White,Red,grey,GW4167
3354,3,Black,Blue,White,Red,grey,HQ3426
3355,1,Black,Blue,White,Red,grey,GY7358
3356,2,Black,,White,Red,grey,IE9306
3357,4,Black,,White,,grey,HP5985
3358,6,Black,,White,Red,grey,GZ9408
3359,7,Black,,White,Red,grey,GZ9405
3360,3,Black,Blue,White,,grey,GZ3158
3361,6,Black,,,,olive,IF1138
3362,4,Black,,White,,,S23922
3363,7,,,,,grey,GY9853
3364,0,Black,,White,,grey,HP6362
3365,0,Black,Blue,White,,grey,HP3122
3366,2,Black,Blue,White,Red,grey,HQ1475
3367,1,Black,Blue,White,Red,grey,H06145
3368,3,Black,,White,,grey,HP6364
3369,1,Black,,White,Red,grey,GX9654
3370,2,Black,Blue,White,Red,gold,GW4891
3371,4,Black,Blue,White,Red,grey,GW3905
3372,1,Black,,White,,,GX8488
3373,1,Black,Blue,White,Red,grey,FZ5876
3374,1,Black,Blue,White,Red,grey,GX9258
3375,0,Black,Blue,White,,grey,GZ3288
3376,1,Black,Blue,White,Red,grey,HQ5884
3377,0,Black,Blue,White,Red,brown,IH0019
3378,2,Black,Blue,White,,,G58108
3379,2,Black,,White,Red,grey,IE9376
3380,1,Black,Blue,White,Red,grey,GZ4306
3381,1,Black,Blue,White,Red,grey,IG5889
3382,0,Black,Blue,White,Red,purple,H06192
3383,1,,,,,,HR1976
3384,1,Black,Blue,White,Red,grey,IE1767
3385,3,Black,,White,,orange,HQ5970
3386,2,Black,Blue,White,Red,grey,GZ4307
3387,0,Black,Blue,White,Red,grey,GX6773
3388,0,Black,,White,,,HR1944
3389,2,Black,,White,Red,grey,IG7454
3390,0,Black,Blue,White,Red,grey,ID9816
3391,1,Black,Blue,White,Red,grey,IG3065
3392,0,Black,,White,Red,grey,IG2263
3393,1,Black,,,Red,grey,HR1337
3394,1,,,White,,green,FX5509
3395,3,Black,Blue,White,Red,grey,GX9220
3396,2,Black,Blue,White,,grey,HQ8583
3397,0,Black,,,,,IE8369
3398,0,,Blue,White,,,HP2183
3399,0,Black,Blue,White,Red,green,HQ8436
3400,0,Black,,White,,olive,IF2375
3401,0,Black,Blue,White,Red,grey,GX4776
3402,0,Black,,White,,grey,IE9415
3403,0,Black,Blue,White,,grey,HQ4517
3404,0,Black,Blue,White,Red,grey,IE0078
3405,0,Black,,,,grey,FZ1985
3406,0,Black,,White,,green,HQ3694
3407,0,Black,Blue,White,,grey,HQ7091
3408,0,Black,Blue,White,Red,grey,HQ8808
3409,4,Black,Blue,White,Red,grey,HQ8808
3410,4,Black,,White,Red,grey,FZ5707
3411,1,Black,Blue,White,Red,purple,GW2176
3412,0,Black,Blue,White,Red,,HQ8809
3413,0,Black,Blue,White,,grey,IE9670
3414,2,Black,Blue,White,,gold,F35550
3415,4,Black,,White,Red,,ID9342
3416,7,Black,Blue,White,,grey,IE2004
3417,0,Black,Blue,White,,grey,H03619
3418,0,Black,Blue,White,Red,grey,IE0535
3419,2,Black,Blue,White,,pink,GZ0004
3420,2,Black,,White,,orange,HQ9023
3421,0,Black,Blue,White,Red,grey,GY6162
3422,0,Black,,White,,,GW8336
3423,3,,,,,,HR1980
3424,1,Black,Blue,White,,,GW4559
3425,2,Black,,White,,,HR1936
3426,0,Black,Blue,White,,grey,EG2740
3427,4,Black,Blue,White,Red,grey,FZ6498
3428,1,Black,,White,,grey,GX6424
3429,2,Black,,White,Red,grey,IG7453
3430,6,Black,,White,,grey,ID4445
3431,0,Black,Blue,White,Red,grey,ID2853
3432,1,Black,,,,grey,HP7397
3433,1,Black,Blue,White,Red,grey,ID2044
3434,1,Black,,,,grey,GW5534
3435,1,Black,,,,grey,GY9346
3436,1,Black,,White,,,IE4366
3437,2,Black,,White,,,HQ8984
3438,1,Black,,White,Red,grey,ID9435
3439,2,Black,,White,,pink,HQ8977
3440,1,Black,Blue,White,Red,grey,HQ8596
3441,1,Black,Blue,White,Red,purple,HQ2167
3442,4,,,White,,,FZ6391
3443,3,Black,,White,Red,gold,IE9278
3444,1,Black,,White,,green,GV9538
3445,1,Black,,White,Red,grey,HP6565
3446,0,Black,Blue,White,Red,grey,HP7663
3447,0,Black,Blue,White,Red,grey,HP7673
3448,0,,Blue,White,,,HP3169
3449,1,Black,Blue,White,Red,grey,HP2534
3450,1,Black,Blue,White,Red,grey,GX9219
3451,3,Black,Blue,White,Red,grey,FZ6274
3452,2,Black,Blue,White,,brown,GY6934
3453,2,Black,Blue,White,Red,grey,HP2285
3454,4,Black,Blue,White,,grey,HP2760
3455,2,Black,Blue,White,,,GZ0019
3456,3,Black,,White,,,ID1505
3457,4,Black,Blue,White,Red,grey,HP5399
3458,1,Black,Blue,White,Red,grey,HR0085
3459,1,Black,Blue,White,Red,grey,GX9536
3460,5,Black,,White,,,FZ6407
3461,0,Black,Blue,White,Red,grey,Q47101
3462,0,Black,Blue,White,Red,,HP9636
3463,4,Black,,White,,,IE9542
3464,2,,Blue,White,Red,green,GW7626
3465,0,Black,Blue,White,Red,grey,HQ6710
3466,0,Black,,White,Red,pink,GZ5925
3467,0,Black,,White,Red,grey,GZ9409
3468,0,Black,Blue,White,,gold,FZ6123
3469,0,Black,Blue,White,Red,grey,IF2883
3470,7,Black,,White,,olive,IF3402
3471,0,Black,Blue,White,Red,grey,GZ1999
3472,0,,,White,,gold,GX9193
3473,0,Black,,White,,grey,FZ4225
3474,1,,Blue,White,,,GY4706
3475,1,Black,Blue,White,Red,taupe,GZ2293
3476,0,Black,Blue,White,,grey,HP2758
3477,1,Black,Blue,White,Red,grey,FZ6267
3478,1,Black,,,,grey,IG0767
3479,2,Black,,White,Red,grey,IG7992
3480,2,Black,Blue,White,Red,grey,HQ9930
3481,3,Black,Blue,White,,grey,GV6912
3482,1,Black,,White,,grey,HP9824
3483,2,Black,,White,,green,GY1697
3484,2,Black,Blue,White,Red,grey,GX9527
3485,4,Black,Blue,White,Red,grey,ID9767
3486,3,Black,,White,Red,grey,ID9433
3487,2,,,White,,gold,HP3269
3488,4,Black,,White,,brown,IE9541
3489,4,Black,Blue,White,Red,grey,HQ8595
3490,2,Black,Blue,White,,grey,GW4576
3491,1,Black,Blue,White,Red,grey,FZ6302
3492,3,Black,Blue,White,,grey,GW4574
3493,4,Black,,White,Red,grey,HP6368
3494,1,Black,Blue,White,Red,grey,IG0247
3495,4,Black,,,,grey,GW2131
3496,10,,,White,Red,,FV9356
3497,5,,Blue,White,,grey,ID0365
3498,1,Black,Blue,White,,grey,GY4705
3499,2,Black,,White,,pink,HQ0954
3500,4,Black,Blue,White,,grey,GW4577
3501,2,Black,Blue,,,grey,S24009
3502,2,,Blue,White,,,IG2394
3503,1,Black,,White,,grey,FY8649
3504,1,Black,,White,,purple,H03489
3505,0,,,,,grey,Q47234
3506,0,Black,,,,grey,IG4691
3507,1,Black,Blue,White,Red,grey,H06146
3508,1,Black,,White,,green,GV9388
3509,3,Black,Blue,White,Red,grey,GZ6511
3510,3,Black,,,,grey,GY6720
3511,1,Black,,White,Red,,ID9347
3512,2,Black,Blue,White,,grey,HP6484
3513,4,Black,,,,,GY5338
3514,2,Black,Blue,White,,grey,HP6477
3515,2,Black,,White,,grey,HP6365
3516,1,Black,Blue,White,,grey,IE7240
3517,1,Black,,White,,green,GW4108
3518,1,Black,,,,grey,GZ0331
3519,2,Black,Blue,White,Red,grey,HP7611
3520,3,Black,,,Red,grey,HQ1233
3521,3,Black,,,,grey,IG0774
3522,1,Black,,White,Red,grey,GY8919
3523,1,Black,,,Red,green,GW1029
3524,1,Black,Blue,White,,,EE5599
3525,0,Black,,White,Red,grey,HR0728
3526,0,Black,Blue,White,Red,grey,GY7366
3527,1,Black,,White,,grey,GW8614
3528,2,,,White,,grey,IE4781
3529,1,Black,,White,Red,grey,IG2264
3530,2,Black,,White,Red,grey,IG2261
3531,1,Black,Blue,White,Red,grey,IE1752
3532,2,Black,Blue,White,Red,grey,IE1694
3533,0,Black,,White,Red,grey,ID9437
3534,0,Black,Blue,White,,grey,GX4302
3535,3,Black,Blue,White,Red,grey,IF5429
3536,3,Black,Blue,White,,grey,IE9701
3537,0,Black,Blue,White,,grey,GZ5897
3538,0,Black,Blue,White,Red,purple,ID4683
3539,1,Black,Blue,White,Red,grey,HQ6351
3540,0,Black,Blue,White,Red,,IG5718
3541,3,Black,Blue,White,Red,grey,GX9220
3542,1,Black,,White,,olive,IF2379
3543,0,Black,Blue,White,Red,,GW8748
3544,0,Black,Blue,White,,pink,GW4593
3545,0,Black,,White,Red,,IG5342
3546,1,Black,Blue,White,Red,grey,HQ4462
3547,1,Black,Blue,White,Red,grey,FY7939
3548,0,Black,,,,,GY3856
3549,1,Black,,White,,,IE2300
3550,1,Black,Blue,White,,grey,GX4209
3551,2,Black,Blue,White,Red,grey,IG6310
3552,0,,Blue,White,Red,,IE4895
3553,0,Black,Blue,White,,grey,IE2157
3554,0,Black,,White,,grey,IE7207
3555,0,,,White,Red,,IF9940
3556,1,Black,Blue,White,Red,grey,HP9917
3557,0,Black,Blue,White,Red,purple,GZ3741
3558,0,Black,Blue,White,,grey,GX4303
3559,0,Black,Blue,White,Red,grey,ID2852
3560,0,Black,Blue,White,Red,grey,IG3077
3561,0,Black,,White,,,FY8154
3562,0,Black,,White,,,FY6007
3563,0,Black,,White,Red,purple,IE7255
3564,0,Black,Blue,White,Red,grey,IE1689
3565,0,,Blue,White,,,FZ6400
3566,1,Black,,White,,,HQ5988
3567,0,,Blue,White,Red,green,HP7894
3568,0,Black,Blue,White,,grey,IE7172
3569,0,Black,,White,Red,grey,HQ4439
3570,0,Black,Blue,White,,green,ID1686
3571,0,Black,Blue,White,Red,grey,ID9818
3572,0,,,White,Red,green,GZ6911
3573,0,Black,Blue,White,Red,grey,HP5796
3574,1,Black,Blue,White,Red,grey,ID1536
3575,2,Black,Blue,White,Red,grey,IG6309
3576,2,,Blue,White,,gold,HP8616
3577,1,Black,Blue,White,,,GZ0003
3578,0,Black,,White,,,F35206
3579,1,Black,,White,,green,IE9618
3580,2,Black,,White,Red,,GY7422
3581,1,Black,Blue,White,Red,grey,GX6368
3582,2,Black,Blue,White,Red,,GY1446
3583,1,Black,,White,Red,,IE6630
3584,2,Black,Blue,White,Red,grey,HP2442
3585,0,Black,Blue,White,,grey,IE2002
3586,2,Black,Blue,White,Red,pink,GX2997
3587,0,Black,Blue,White,,,GW4605
3588,0,Black,Blue,White,Red,grey,HR0080
3589,0,Black,,White,,grey,GX6425
3590,1,Black,Blue,White,,grey,HP2601
3591,0,Black,Blue,White,Red,,ID1548
3592,1,Black,Blue,White,Red,,HQ8415
3593,1,Black,Blue,White,Red,grey,GY7357
3594,0,Black,,White,Red,pink,GZ5928
3595,1,Black,,,,grey,GY6145
3596,0,Black,,White,,grey,GY2588
3597,4,Black,,White,,purple,GV8749
3598,0,Black,,,,,G58170
3599,2,Black,,White,Red,,GV9856
3600,3,Black,Blue,White,Red,,H03548
3601,3,Black,Blue,White,Red,,H03548
3602,2,Black,,White,,,IG7218
3603,2,Black,Blue,White,Red,grey,HQ7116
3604,3,Black,Blue,White,Red,grey,HQ1888
3605,1,,,White,,gold,GZ6900
3606,2,Black,,White,Red,,GV9856
3607,1,Black,,,Red,grey,GY9356
3608,1,Black,Blue,White,Red,grey,GZ9707
3609,2,Black,,White,,grey,GY9284
3610,2,Black,Blue,White,,grey,GV7244
3611,1,Black,,White,Red,grey,IF4799
3612,12,Black,Blue,White,Red,lime,399332_01
3613,12,Black,Blue,White,Red,lime,399332_03
3614,12,Black,Blue,White,Red,lime,399332_02
3615,12,,,White,,gold,398949_01
3616,12,,,White,,gold,398949_02
3617,12,,,White,,gold,397113_01
3618,19,Black,,White,,,397112_01
3619,19,Black,,White,,,397112_02
3620,12,Black,Blue,White,Red,,381410_01
3621,12,Black,,White,,,369155_04
3622,11,Black,,White,,,381983_01
3623,12,Black,,White,,,369155_01
3624,12,Black,,White,,,373438_01
3625,12,Black,,White,,,384209_01
3626,12,Black,Blue,White,Red,,381410_02
3627,17,Black,,White,,gold,366408_01
3628,12,,,White,,gold,397089_01
3629,12,Black,Blue,White,Red,,381410_10
3630,12,Black,,White,,,373438_02
3631,12,Black,,White,,,392730_01
3632,12,,Blue,,,,399262_02
3633,12,Black,,White,,,380784_01
3634,9,,Blue,White,,,392710_01
3635,12,,,White,,pink,393772_05
3636,12,Black,,,,,396352_02
3637,18,Black,,White,,gold,366408_02
3638,12,Black,Blue,White,Red,,381410_90
3639,12,,,White,,pink,393772_02
3640,10,,,White,,,379140_01
3641,10,Black,,White,,,381983_02
3642,12,,Blue,,,,399262_01
3643,12,,,White,,,392886_01
3644,12,,,White,,,397090_01
3645,19,,,White,,,396704_02
3646,12,,,,,,385248_01
3647,12,,,White,,,396172_01
3648,12,Black,,White,,,393065_01
3649,12,Black,,White,,gold,393802_09
3650,11,,Blue,White,,violet,377540_04
3651,12,Black,,White,,,392730_08
3652,12,,,White,,pink,397643_02
3653,12,Black,,,,,394786_01
3654,15,,,White,,,392086_01
3655,12,Black,,White,,violet,383112_04
3656,12,Black,Blue,White,,green,378456_01
3657,12,,,White,,,394755_02
3658,12,,,White,,,389853_06
3659,12,Black,,White,,,392730_02
3660,5,Black,,,,,389454_04
3661,12,,,White,,,371008_27
3662,12,,Blue,,,orchid,376262_21
3663,12,Black,Blue,White,Red,lime,377746_04
3664,20,,,White,,,378318_02
3665,12,,,,Red,gold,309720_04
3666,12,Black,,White,,,392730_04
3667,21,,Blue,,,,379886_01
3668,12,Black,,White,,orchid,377758_09
3669,12,Black,Blue,White,,pink,376855_22
3670,15,,,White,,,392085_01
3671,19,,,,Red,,393301_02
3672,12,Black,,White,,,393065_02
3673,18,Black,,White,,green,390932_02
3674,12,Black,,White,,gold,393802_01
3675,12,Black,,White,,orchid,377758_01
3676,13,Black,,White,,orchid,107565_03
3677,12,Black,,White,,,397647_03
3678,12,Black,Blue,White,,pink,376855_17
3679,12,Black,,White,,,384209_02
3680,13,Black,Blue,White,,green,107507_03
3681,5,Black,,,,,389454_05
3682,19,,,,,,393449_02
3683,13,,Blue,White,Red,pink,396463_07
3684,12,Black,,White,,green,378482_02
3685,19,,,,,pink,393078_01
3686,12,Black,Blue,White,Red,lime,377746_05
3687,12,Black,,White,,,309758_01
3688,12,,,White,,pink,395461_11
3689,12,Black,,White,,,378823_01
3690,17,,Blue,,,orange,393326_01
3691,12,Black,,White,,green,390932_01
3692,19,Black,,White,,,307826_02
3693,19,Black,,White,,,307826_01
3694,12,Black,Blue,White,,green,378688_02
3695,14,Black,,,,green,378906_01
3696,16,,,,,,393314_02
3697,12,Black,,White,,green,378482_01
3698,12,Black,Blue,White,,green,378456_03
3699,12,Black,,White,,,309758_02
3700,12,Black,,,,,394508_03
3701,9,,,,,,396449_01
3702,12,Black,Blue,White,,green,378688_03
3703,12,,,White,,,394749_01
3704,0,,Blue,White,Red,pink,396463_01
3705,12,Black,,,,,394786_04
3706,11,,,,Red,,378437_02
3707,12,,,,Red,,378437_01
3708,0,,Blue,White,Red,pink,396463_09
3709,12,,Blue,White,,,393764_03
3710,11,,Blue,White,,violet,377540_05
3711,12,,Blue,White,,,393764_02
3712,12,Black,,,,,378454_01
3713,12,Black,Blue,White,,green,376169_10
3714,12,Black,Blue,White,Red,lime,377746_01
3715,19,Black,,,,orange,378096_02
3716,12,Black,Blue,White,Red,lime,377746_03
3717,13,,Blue,White,,green,107356_03
3718,11,,,White,,,379114_01
3719,12,Black,,White,,,378791_01
3720,12,,Blue,White,,orchid,377316_07
3721,12,Black,,,,orchid,377063_04
3722,12,Black,,,,orchid,377855_01
3723,12,Black,,,Red,orchid,377839_02
3724,12,Black,Blue,White,,green,378456_05
3725,12,,Blue,White,,orchid,377316_09
3726,12,Black,,,,purple,377508_04
3727,12,Black,,,,,378684_01
3728,12,,,,,green,397858_01
3729,0,,,White,,,396383_02
3730,12,Black,,,,orchid,377855_06
3731,12,,Blue,White,Red,pink,396463_05
3732,12,Black,,,,,379288_01
3733,12,Black,,White,,green,390932_09
3734,11,Black,,,Red,,307761_01
3735,12,Black,,,,,307685_04
3736,12,Black,,,,,307685_03
3737,13,Black,,,,,377942_01
3738,13,Black,Blue,White,,orchid,377787_03
3739,0,Black,Blue,White,Red,lime,377746_07
3740,0,,,,,green,395997_01
3741,12,Black,,,,,378551_04
3742,14,Black,,,,pink,379115_01
3743,11,,,,,,378435_02
3744,11,,Blue,White,,orchid,376592_05
3745,12,Black,,,,orchid,377855_08
3746,14,Black,Blue,White,,green,378688_01
3747,9,Black,,White,,,397647_01
3748,12,,Blue,,,pink,379040_01
3749,13,,Blue,White,Red,pink,396463_02
3750,13,Black,Blue,White,,pink,376855_25
3751,12,Black,,,,,383157_02
3752,13,Black,Blue,White,,orchid,377787_02
3753,14,Black,Blue,White,,green,376169_01
3754,9,,Blue,White,Red,orchid,376311_04
3755,12,Black,,,,,376946_08
3756,23,Black,,White,Red,,379082_05
3757,23,Black,,White,Red,,379082_04
3758,9,,Blue,White,Red,orchid,376311_05
3759,23,Black,,White,Red,,379082_03
3760,23,Black,,White,Red,,379082_02
3761,22,Black,,White,Red,,379082_01
3762,23,Black,,White,Red,,379082_06
3763,12,,,White,,,396444_01
3764,12,,,,,,393084_01
3765,10,,,White,,pink,397643_07
3766,19,,,,,,379181_01
3767,10,,,,,green,378469_01
3768,20,,,,,gold,310565_01
3769,19,,,,,,394175_01
3770,9,Black,Blue,White,,green,376169_12
3771,19,,,,,,394174_01
3772,9,,Blue,White,,,387468_06
3773,0,,,,,,377892_10
3774,12,Black,,,,gold,195027_02
3775,12,Black,,,,,382829_01
3776,9,,,White,,gold,392699_01
3777,12,,,White,,,396073_01
3778,12,,,White,,,394750_02
3779,12,Black,,,,,382829_04
3780,19,Black,Blue,,,,396672_01
3781,12,,,,,,392514_01
3782,12,,,White,,gold,191667_02
3783,10,Black,Blue,White,Red,,381410_85
3784,5,Black,,,,,389082_01
3785,12,,,White,,pink,393771_01
3786,12,Black,,,,,393201_03
3787,12,Black,,,,,393085_01
3788,12,,,White,,,393031_02
3789,12,,,White,,,393031_01
3790,12,,,,,,393343_01
3791,12,Black,,,,,393201_02
3792,11,,,White,,pink,389876_02
3793,12,,,White,,,387150_01
3794,12,,,,,pink,393987_01
3795,13,Black,Blue,White,,green,107507_01
3796,13,Black,,White,,,107262_02
3797,11,,,White,,,389844_01
3798,12,Black,,White,,,394885_01
3799,12,Black,,,,,395480_01
3800,12,Black,,White,,purple,386270_15
3801,13,Black,,White,,orchid,107565_01
3802,5,Black,,,,,389082_02
3803,12,,,White,,,395119_01
3804,9,,,White,,,389853_04
3805,11,,,,,,393752_01
3806,12,,,,,pink,394009_01
3807,12,,,,,,389894_02
3808,13,,,,,,393752_02
3809,12,,,White,,pink,392884_02
3810,10,Black,,White,,purple,386270_09
3811,10,,,White,,pink,391096_02
3812,12,,,White,,green,391098_07
3813,12,,,White,,pink,393032_01
3814,11,,,White,Red,,307874_01
3815,12,Black,,White,,violet,391013_01
3816,12,,,White,,,391086_01
3817,12,,,White,,,393777_01
3818,12,,,White,,pink,393032_02
3819,12,Black,,White,,violet,391013_02
3820,11,,,White,,,393193_01
3821,9,,,White,,green,391098_01
3822,12,,,White,,,389893_01
3823,12,Black,Blue,,Red,,387289_01
3824,12,,,,,green,396115_01
3825,12,Black,Blue,White,Red,,381410_73
3826,7,,,White,,,383380_06
3827,11,Black,,,,,384412_02
3828,9,,,White,,,391226_01
3829,13,Black,,White,,,107329_01
3830,9,,,White,,,387157_01
3831,9,Black,,White,,purple,386270_14
3832,11,,,,,,391570_01
3833,10,,,White,,,393402_03
3834,11,,,,,,389161_01
3835,11,,,White,,green,396113_01
3836,11,Black,,White,,purple,386270_02
3837,6,,,White,,,384433_02
3838,10,,,White,,pink,393077_01
3839,9,,,White,,,389585_01
3840,12,,,White,,,393340_01
3841,13,,Blue,,,,106898_01
3842,15,,,White,,,393049_01
3843,11,Black,,,,,377046_09
3844,12,,,,,pink,385517_02
3845,12,Black,,,,,107093_02
3846,18,Black,,White,Red,violet,374915_01
3847,15,,,White,,,379303_01
3848,15,,,,,purple,378916_01
3849,18,Black,,White,Red,violet,374915_04
3850,15,Black,,White,Red,violet,374915_12
3851,18,Black,,White,Red,violet,374915_07
3852,18,Black,,White,Red,violet,374915_02
3853,19,Black,,White,Red,violet,374915_06
3854,15,,,,,lime,379235_01
3855,15,,,,,green,379233_01
3856,13,Black,Blue,,Red,lime,379601_01
3857,13,Black,,White,,,376941_04
3858,19,Black,,White,Red,violet,374915_05
3859,13,Black,Blue,,Red,lime,379601_03
3860,13,Black,,White,,lime,376807_01
3861,18,Black,,,Red,,387272_05
3862,16,Black,Blue,White,Red,lime,396403_01
3863,17,Black,,White,,gold,366408_01
3864,17,Black,,,,,392787_07
3865,12,,,,,gold,379223_01
3866,13,Black,,,Red,orange,395542_01
3867,19,Black,Blue,White,,,307936_02
3868,19,Black,,White,,,374923_02
3869,19,Black,,White,,,374923_01
3870,11,Black,,,,,392787_04
3871,14,Black,,White,Red,violet,374915_03
3872,0,,,,,pink,379330_01
3873,13,Black,,,,,381174_01
3874,15,Black,,White,Red,violet,374915_89
3875,13,Black,,White,,,380190_01
3876,16,Black,,,,,381174_02
3877,18,Black,,,Red,,387272_04
3878,17,,,White,,,394873_01
3879,13,Black,Blue,,,,393152_01
3880,13,Black,,White,,,392718_01
3881,13,,,,,,393260_01
3882,13,Black,,White,,,378453_01
3883,13,,,White,,,387286_01
3884,19,Black,,White,,,374923_03
3885,18,Black,Blue,White,,,307936_01
3886,13,Black,Blue,,Red,lime,379601_02
3887,13,Black,,White,,violet,376151_19
3888,18,,Blue,White,,,307211_07
3889,10,Black,,,,,307997_01
3890,11,Black,,White,,,376941_12
3891,18,Black,,White,,gold,366408_02
3892,15,,Blue,White,,,397418_01
3893,13,Black,,White,,violet,376151_04
3894,19,Black,,White,,,307999_01
3895,15,Black,,,,green,307648_04
3896,18,Black,,White,,gold,386759_01
3897,13,Black,Blue,White,,gold,364669_02
3898,17,,Blue,White,,,393747_01
3899,10,Black,,White,,,384139_02
3900,19,,,,,green,393473_18
3901,12,Black,,White,,,380017_01
3902,15,,,,,green,379908_07
3903,19,Black,,,,gold,393490_04
3904,20,Black,,White,,,397116_01
3905,19,Black,,White,,,307822_01
3906,13,,Blue,,,,398352_02
3907,19,,,,,,307817_01
3908,19,,,White,,,396704_02
3909,19,,,,,green,393473_17
