,count_of_sizes,color_1,color_2,color_3,color_4,other_color,product_code
1315,9,,,White,,orange,FZ3507-100
1316,0,Black,Blue,White,,green,DD0518-001
1317,17,,Blue,White,,,FB8902-100
1318,0,Black,,White,,brown,DZ3522-001
1319,0,,,,,,
1320,0,Black,,White,,,CK9388-001
1321,0,,,,,,
1322,11,,,White,,grey,DZ5980-100
1323,5,Black,,White,,,DH2482-101
1324,1,,,,,orange,DQ7605-200
1325,17,Black,Blue,White,,green,DV2139-100
1326,12,Black,,,Red,,DJ7552-002
1327,17,Black,,White,Red,,DZ5977-100
1328,10,Black,,White,,,DD0549-002
1329,17,Black,Blue,White,Red,grey,DJ7381-001
1330,0,,,,,,
1331,3,Black,,White,Red,brown,CU4826-101
1332,24,Black,,White,,gold,FN0310-100
1333,11,,,White,,,DC7501-300
1334,16,,Blue,White,,gold,FV6911-300
1335,3,Black,,White,Red,grey,DZ7742-600
1336,2,Black,,White,Red,,FB7815-100
1337,0,Black,,White,,orange,FD8356-100
1338,23,,,White,,brown,DJ4473-170
1339,0,,,,,,
1340,5,Black,,,,olive,CN2269-003
1341,17,Black,Blue,White,,grey,FD2291-001
1342,16,Black,,White,Red,,DZ5949-100
1343,24,,,,,,CU1724-960
1344,0,Black,,White,,,DV4342-100
1345,10,,Blue,,,lime,DZ1725-300
1346,16,Black,,White,,,DV2020-001
1347,17,Black,,White,,,FD6691-001
1348,19,Black,,,,,DV4344-040
1349,5,,Blue,White,,orange,DX6779-100
1350,0,Black,,White,,orange,DV2619-100
1351,5,Black,Blue,White,,,DD0503-002
1352,6,,Blue,White,,,DZ6001-100
1353,19,Black,Blue,White,Red,grey,FD5113-600
1354,1,Black,Blue,White,,orange,DC8892-001
1355,16,Black,,,,,FD6693-001
1356,8,Black,,White,,grey,DZ7744-001
1357,23,Black,,White,,grey,FD6853-001
1358,12,Black,,White,Red,green,DV7896-600
1359,16,Black,,White,,grey,DM9132-001
1360,3,Black,,White,,,DV7192-001
1361,6,Black,Blue,White,,grey,DZ7746-001
1362,8,Black,,White,Red,,553558-161
1363,0,,,,,,
1364,18,Black,,White,Red,grey,HF5258-102
1365,9,Black,Blue,,Red,,DD0505-002
1366,17,Black,Blue,White,,grey,FN2152-001
1367,22,,,White,,,FB8942-133
1368,18,Black,,White,,,FD1168-600
1369,16,,,,,brown,DV7186-301
1370,17,,Blue,White,,,FB2664-600
1371,1,,,,,pink,DO6676-200
1372,10,Black,,,,,DX5645-002
1373,10,Black,Blue,,,gold,DD0555-002
1374,15,Black,,White,,,DZ6002-100
1375,22,,,,,,FN0569-900
1376,16,Black,,White,,,CW6539-301
1377,16,Black,,White,Red,grey,DA5457-001
1378,15,Black,,White,,grey,DX7992-700
1379,7,Black,,White,Red,green,DZ2554-001
1380,12,Black,,White,,grey,342964-042
1381,12,Black,Blue,White,Red,,FV3928-101
1382,13,Black,,,,,CN9675-015
1383,8,,,White,,grey,DA0701-002
1384,8,,Blue,White,,gold,DO5047-407
1385,17,,,White,,gold,DX1156-101
1386,2,Black,,,Red,grey,DH0606-002
1387,15,Black,,White,,grey,BQ3378-100
1388,19,Black,,,,,DD9483-040
1389,3,,,White,,gold,DX7435-007
1390,17,Black,Blue,White,Red,grey,AH8050-107
1391,1,Black,Blue,White,Red,,DH1270-100
1392,0,,,,,,
1393,2,Black,,White,,,DZ4558-100
1394,17,Black,,White,,grey,DH9522-003
1395,17,Black,,White,,grey,849559-100
1396,2,,,White,,,DV1407-100
1397,1,,,White,,brown,DV2621-200
1398,15,,,,,,DV3907-900
1399,0,,,,,,
1400,10,Black,,White,,,DD0507-002
1401,0,,,,,,
1402,14,,,White,,maroon,DZ5992-100
1403,7,Black,Blue,,,olive,FB8891-001
1404,0,,,,,,
1405,5,Black,,White,,brown,FN3414-100
1406,26,,,,,,FB2390-900
1407,17,Black,,White,,grey,FV6148-001
1408,21,Black,,,,,DX2117-001
1409,10,Black,,,Red,grey,DD0534-002
1410,15,,,White,Red,purple,FN0112-600
1411,7,Black,,,,,DJ3130-002
1412,2,,,,,,A04955C-101
1413,1,Black,,White,,grey,DM8449-001
1414,0,Black,,,,khaki,DD5016-300
1415,14,Black,,White,,,DD9476-040
1416,6,Black,,White,Red,grey,DA8026-100
1417,1,,,White,,,DH7561-107
1418,4,,,White,,brown,DX3576-001
1419,4,Black,,White,Red,grey,DZ7741-001
1420,4,,Blue,White,,,FD0734-442
1421,17,Black,,White,,grey,FJ9532-101
1422,21,Black,Blue,White,Red,pink,CV0400-400
1423,2,,,,,purple,DR9926-700
1424,5,Black,,White,,green,DX8554-001
1425,3,Black,,,,,DZ0482-001
1426,4,,,,Red,brown,FD0789-600
1427,0,,,,,,
1428,21,Black,Blue,White,,purple,CT0079-400
1429,12,Black,,White,,green,322992-131
1430,15,,,White,,green,DV0797-100
1431,0,,,,,,
1432,17,Black,,White,,grey,942836-003
1433,1,,,White,,,DA1174-705
1434,17,Black,,White,,,FQ8784-100
1435,7,,,White,,,DZ2672-101
1436,4,Black,,White,,,DV7231-001
1437,2,Black,,White,Red,grey,DM0033-001
1438,22,,,,,,FN0569-900
1439,0,,,,,,
1440,6,Black,,,,,DV0790-001
1441,14,,,,Red,olive,DC8793-401
1442,1,Black,,White,Red,,FV5914-010
1443,19,Black,Blue,White,,grey,CW4440-011
1444,1,,Blue,White,,gold,DA3130-241
1445,10,Black,,,,green,DD0538-002
1446,1,Black,Blue,,Red,grey,DH0649-600
1447,3,Black,Blue,White,,grey,CZ8482-054
1448,1,Black,,White,Red,grey,CU9978-101
1449,0,,,,,,
1450,10,Black,,White,,,DV4341-300
1451,19,Black,,White,,,DZ5991-100
1452,11,,Blue,White,,grey,FQ8825-100
1453,0,,Blue,White,,,DR9513-400
1454,14,Black,,White,Red,,DJ4888-100
1455,24,Black,,White,,gold,FD0089-101
1456,1,Black,,,,,DQ6453-400
1457,17,,,,,,FN6743-900
1458,5,Black,,,,grey,CT2904-002
1459,16,,Blue,,,grey,DJ6080-800
1460,10,Black,,White,,,DD0506-002
1461,0,,,,,,
1462,14,Black,Blue,White,,grey,FJ0698-100
1463,19,Black,,White,Red,,DH9638-600
1464,2,,,,,brown,FD5088-200
1465,16,Black,Blue,White,Red,green,DV1237-601
1466,1,Black,,,Red,orange,DC3727-200
1467,18,Black,,White,,,FD1160-600
1468,20,,Blue,White,Red,,DZ5945-100
1469,26,,,,,,HF0004-900
1470,13,,,White,Red,green,CU6312-100
1471,11,Black,,White,,gold,FN6835-010
1472,26,,,,,,FB2390-900
1473,16,,Blue,White,,,DZ5955-100
1474,19,,,,,gold,DV6799-007
1475,1,Black,,,,purple,DV9193-001
1476,0,,,,,,
1477,1,,,,Red,grey,DZ5355-126
1478,10,Black,,,,brown,454350-700
1479,10,Black,,White,,,CZ9907-200
1480,0,,,,,,
1481,15,,,White,,purple,DZ5978-100
1482,1,,,White,,gold,DX4980-001
1483,4,Black,,,,gold,DD6958-001
1484,3,Black,,White,,rose,DV7898-001
1485,1,,,White,,orange,FB9120-160
1486,0,,,,,,
1487,26,Black,Blue,White,Red,grey,FB2239-002
1488,16,,Blue,White,,gold,DZ6005-100
1489,5,Black,,White,,grey,DC3637-160
1490,3,,,,,,CZ1929-200
1491,0,Black,,White,,grey,537732-004
1492,18,,,,,,FN3720-900
1493,22,,,,,,FJ8893-900
1494,13,,Blue,White,,,DZ5968-100
1495,0,,,,,,
1496,5,Black,Blue,White,,,FD0278-001
1497,3,Black,Blue,White,Red,green,DQ7684-101
1498,17,Black,,White,Red,,CI1172-601
1499,14,,,White,Red,,DZ6004-100
1500,5,,Blue,White,,purple,DQ4128-155
1501,17,Black,,White,,grey,DZ2615-001
1502,24,Black,,,Red,,FV6079-001
1503,1,,,,,grey,FJ4022-025
1504,10,Black,,White,,green,DD0532-002
1505,14,,Blue,White,,orange,806561-400
1506,11,Black,,White,,grey,DZ3324-003
1507,13,,,,,brown,FB7076-100
1508,18,,,White,,,DZ3674-100
1509,17,Black,Blue,White,,grey,FB8900-001
1510,12,Black,,,Red,,CW6999-600
1511,1,Black,,,,,DV0794-001
1512,0,,Blue,White,,,FQ6474-100
1513,3,Black,,,,gold,DX5575-700
1514,13,Black,Blue,White,,pink,685131-004
1515,9,,,White,,green,FD7039-101
1516,17,,,White,,orange,DX1978-101
1517,12,Black,,,,grey,FJ6245-002
1518,17,,,,,,DO7432-900
1519,18,Black,,White,Red,grey,322992-067
1520,17,,,White,Red,khaki,DV0833-600
1521,17,,,White,,,DZ5956-100
1522,1,,,White,,brown,DJ6229-200
1523,14,,,,,green,FB9761-300
1524,4,Black,,White,Red,,DZ4839-001
1525,6,,Blue,,,brown,FB8915-400
1526,4,,Blue,,,khaki,DV3050-300
1527,12,,,White,,orange,DZ5951-100
1528,1,Black,,White,,grey,CU3517-014
1529,26,,,,,,HF0004-900
1530,13,,,White,Red,grey,FQ7724-106
1531,14,Black,,White,,grey,DV6800-110
1532,4,Black,,,,green,DC6083-200
1533,10,Black,,White,Red,,DD0525-002
1534,4,Black,,White,Red,orange,FJ4923-008
1535,17,Black,,,,orange,FB9619-001
1536,7,Black,,White,,grey,CZ5911-100
1537,16,Black,,,,,DD2858-001
1538,1,,,White,,,FD1146-100
1539,21,Black,,White,,orange,DZ5954-100
1540,12,,,White,,purple,DZ5959-100
1541,21,Black,Blue,White,,pink,AA1204-400
1542,10,Black,,White,,orange,DD0537-002
1543,6,,Blue,White,Red,,FN6881-100
1544,0,,,,,,
1545,15,,,,,,FZ0815-900
1546,7,Black,,White,Red,,FD7674-001
1547,22,Black,,White,,orange,DZ5973-100
1548,3,,,White,,,DZ5317-121
1549,10,Black,,,,orange,DD0522-002
1550,10,Black,,White,,,DX5640-002
1551,3,,,White,,,DM0107-500
1552,5,,,White,,grey,FB9128-100
1553,4,,,,,,DD9361-212
1554,17,Black,,White,Red,grey,DZ0795-102
1555,7,,,White,,grey,DN4890-700
1556,6,Black,,White,,,DX4976-100
1557,2,Black,,White,,grey,CZ6558-110
1558,10,,,,Red,,FN7439-133
1559,19,,Blue,White,,grey,DZ5944-100
1560,17,Black,,,,,FN3721-200
1561,0,Black,,,,grey,DZ4135-002
1562,0,,,,,,
1563,10,Black,,,,orange,DD0518-002
1564,17,Black,Blue,White,Red,grey,687977-020
1565,14,,,White,,,DZ5972-100
1566,15,,,,,pink,FD8637-600
1567,3,Black,,White,,,BV2078-100
1568,6,Black,Blue,,,grey,DZ7260-400
1569,13,,,,,brown,DO9500-300
1570,0,,,White,,orange,FV6909-800
1571,2,,,,,grey,FD5088-001
1572,3,Black,,White,,grey,CZ0790-001
1573,0,,,,,,
1574,15,,,,,,FB2392-900
1575,25,Black,Blue,White,Red,grey,FN0708-400
1576,0,,,,,,
1577,17,Black,,White,,,FQ8740-480
1578,10,Black,,,,green,DZ0961-002
1579,0,,,,,,
1580,7,Black,Blue,White,,grey,DV9367-100
1581,15,,,White,Red,grey,DZ5969-100
1582,4,,,White,,grey,DQ7688-170
1583,12,Black,,White,,,FJ2708-001
1584,2,Black,,,,grey,FQ8749-010
1585,17,,,,Red,purple,FV8106-181
1586,0,,,,,,
1587,17,,,White,Red,,FJ4451-100
1588,1,,,White,,,FN6838-012
1589,14,Black,,White,,,FQ2145-100
1590,2,Black,,White,,,CU3958-002
1591,3,,,,,pink,DV0791-200
1592,1,Black,,,,pink,FJ2985-001
1593,4,Black,,White,,,FN6843-100
1594,15,Black,,White,,,FZ5056-103
1595,0,,,,,,
1596,8,Black,,,,olive,BQ9646-004
1597,17,,,,,pink,FB7143-403
1598,10,Black,Blue,,,,DD0533-002
1599,13,,,,Red,grey,DN2647-100
1600,10,Black,,White,,,DX5211-002
1601,2,Black,Blue,White,,,DM0028-400
1602,17,Black,,White,,,CW6539-100
1603,10,Black,,White,,,DD0536-002
1604,17,Black,,,,,AO7507-001
1605,2,,,,,brown,FQ1099-200
1606,2,Black,,White,,green,DZ7747-001
1607,17,,,White,,khaki,FV3628-031
1608,5,,,,Red,gold,DV1235-100
1609,3,,,,,purple,DR9922-700
1610,20,Black,,White,Red,,FD0731-001
1611,15,Black,Blue,White,Red,grey,DZ5995-001
1612,1,Black,Blue,White,Red,brown,DD0521-001
1613,15,Black,Blue,White,Red,brown,DZ5976-001
1614,2,,,White,,gold,DR2034-400
1615,10,,,,,purple,DD0554-002
1616,10,,,,Red,,DD0510-002
1617,10,,Blue,,Red,,DD0526-002
1618,9,,Blue,White,,,DD0540-002
1619,10,,,,,gold,DD0539-002
1620,10,,Blue,White,,,DD0517-002
1621,10,,,,Red,gold,DD0543-002
1622,10,,,,Red,gold,DD0504-002
1623,10,,,White,,green,DD0528-002
1624,10,,,White,,orange,DD0511-002
1625,10,,Blue,,,,DD0551-002
1626,10,,,,,,DD0527-002
1627,10,Black,,,Red,,DD0513-002
1628,10,,,White,,green,DD0545-002
1629,10,,,,,,DD0556-002
1630,10,,Blue,,,grey,DD0530-002
1631,10,,,White,,,DD0542-002
1632,1,,,White,,teal,DD0523-002
1633,10,,,,,orange,DD0508-002
1634,9,,,White,Red,,DD0515-002
1635,10,,,White,,gold,DD0544-002
1636,10,,,,,orchid,DD0546-002
1637,10,,,White,,gold,DD0547-002
1638,10,,Blue,,,gold,DD0516-002
1639,10,,,White,Red,,DD0514-002
1640,10,,,,,brown,DD0512-002
1641,10,,,White,Red,,DD0521-002
1642,10,,,,,green,DD0520-002
1643,10,,Blue,White,,,DD0541-002
1644,10,,Blue,,,orange,DD0509-002
1645,17,,Blue,White,Red,gold,FQ2982-401
1646,7,Black,,White,Red,green,DQ6400-300
1647,3,Black,Blue,White,Red,grey,DH6991-001
1648,10,Black,,,,grey,DH6996-002
1649,10,Black,Blue,,Red,,DH6994-002
1650,10,Black,,White,Red,,DH6995-002
1651,10,Black,,,,,DH6990-002
1652,10,Black,Blue,White,,,DH6993-002
1653,10,Black,Blue,,Red,,DH6992-002
1654,10,Black,Blue,White,,,DH6971-002
1655,10,Black,,White,,grey,DH7000-002
1656,10,Black,,White,Red,,DH6991-002
1657,10,Black,Blue,White,,,DH6983-002
1658,10,Black,Blue,,Red,,DH6984-002
1659,10,Black,Blue,White,,,DH7001-002
1660,10,Black,,White,Red,,DH6979-002
1661,10,Black,,White,Red,,DH6974-002
1662,10,Black,,White,,orange,DH6982-002
1663,10,Black,Blue,,,orange,DH6998-002
1664,10,Black,Blue,,Red,,DH6973-002
1665,10,Black,Blue,,Red,,DH6988-002
1666,10,Black,Blue,,,orange,DH6986-002
1667,10,Black,,,,green,DH6976-002
1668,10,Black,Blue,,,,DH6977-002
1669,10,Black,,White,,orange,DH6989-002
1670,10,Black,Blue,,,orange,DH6978-002
1671,10,Black,,,,grey,DH6985-002
1672,10,Black,Blue,,Red,,DH6987-002
1673,10,Black,,White,,gold,DH7002-002
1674,17,Black,Blue,White,Red,grey,IG9777
1675,10,Black,Blue,White,Red,grey,IG2530
1676,0,Black,,White,,grey,IE4614
1677,7,Black,Blue,White,Red,grey,IF3330
1678,16,,Blue,,Red,green,IG4994
1679,11,Black,Blue,White,Red,grey,IF3393
1680,13,Black,Blue,White,Red,purple,G58184
1681,20,,Blue,,Red,green,IG4996
1682,10,Black,Blue,White,Red,grey,IF7677
1683,11,Black,Blue,White,,grey,IF6581
1684,4,Black,,White,,grey,IE4613
1685,13,Black,Blue,White,Red,grey,HR0066
1686,20,Black,Blue,White,,grey,HQ6787
1687,10,Black,Blue,White,Red,grey,IF7676
1688,5,Black,,White,,grey,IG2682
1689,12,Black,Blue,White,Red,grey,ID6933
1690,12,Black,Blue,White,Red,grey,IE3000
1691,17,Black,Blue,White,Red,grey,IG2372
1692,13,Black,,White,,grey,ID4430
1693,15,Black,Blue,White,Red,grey,IF8114
1694,10,Black,,White,,grey,IG5320
1695,13,Black,Blue,White,Red,grey,IF7615
1696,11,,,White,,green,IE7377
1697,15,Black,,White,Red,purple,FZ6396
1698,13,Black,,White,,grey,IF2403
1699,10,,,White,,green,IG2972
1700,18,Black,Blue,White,,purple,IE7198
1701,10,Black,Blue,White,,grey,IF7877
1702,13,Black,,White,,grey,FX4453
1703,11,Black,,White,,pink,IG0344
1704,13,,Blue,White,,gold,ID2080
1705,12,Black,,White,,grey,IG2368
1706,13,Black,Blue,White,Red,grey,ID9600
1707,14,Black,Blue,White,,gold,GZ2528
1708,13,Black,Blue,White,Red,purple,IE4634
1709,11,Black,,White,,,IF2401
1710,13,Black,Blue,White,Red,grey,HQ9115
1711,8,,,White,,green,IG2971
1712,9,Black,Blue,White,,,HP6651
1713,5,Black,Blue,White,Red,grey,ID9676
1714,14,Black,Blue,White,,pink,GW4569
1715,13,Black,,White,,grey,ID6715
1716,9,Black,Blue,White,Red,grey,GZ2133
1717,10,Black,,,,olive,HQ9918
1718,8,Black,Blue,White,,grey,GV8920
1719,6,Black,Blue,White,Red,grey,IG5876
1720,6,Black,Blue,White,,grey,IF8170
1721,4,Black,Blue,White,,grey,GX9835
1722,13,Black,,White,,grey,IG0310
1723,13,,,White,Red,grey,HQ8392
1724,10,Black,Blue,White,,grey,HP7496
1725,11,Black,Blue,White,Red,grey,GY4189
1726,11,Black,,,,grey,HQ1049
1727,13,Black,,White,,grey,IF6603
1728,11,Black,Blue,White,Red,grey,ID6946
1729,18,Black,Blue,White,Red,grey,GZ9257
1730,20,Black,Blue,White,Red,grey,GZ9260
1731,13,Black,,White,,grey,IE7657
1732,7,Black,Blue,White,Red,grey,HQ8600
1733,0,Black,,,,grey,IG0769
1734,0,Black,Blue,White,Red,grey,GW5699
1735,0,Black,Blue,White,Red,,GZ3779
1736,0,Black,Blue,White,,gold,GZ2528
1737,0,Black,,White,,grey,ID4280
1738,0,Black,Blue,White,Red,grey,IG5877
1739,0,,Blue,White,Red,orange,ID1555
1740,0,Black,Blue,White,Red,grey,IG2260
1741,10,Black,,White,,purple,FY2782
1742,0,Black,,White,,green,GY3528
1743,0,Black,,White,,,GZ0039
1744,10,Black,Blue,White,Red,grey,IE1775
1745,0,,,,,grey,HQ1059
1746,0,Black,,,Red,grey,IF4941
1747,0,Black,,White,Red,grey,IE9535
1748,13,Black,Blue,White,,grey,HQ2170
1749,10,Black,,,,olive,HQ9916
1750,0,Black,Blue,White,Red,grey,HQ6347
1751,0,Black,Blue,White,,,GZ0009
1752,13,Black,,,Red,grey,FV4720
1753,10,Black,,,,olive,HQ9917
1754,16,Black,Blue,White,Red,grey,IG5893
1755,18,Black,Blue,White,,grey,IG5268
1756,13,Black,Blue,White,,grey,IF6582
1757,13,Black,,,Red,grey,IF4942
1758,0,Black,Blue,White,,,GZ2174
1759,18,Black,Blue,White,,grey,HP2201
1760,0,Black,,,Red,grey,HP9929
1761,18,Black,Blue,White,Red,,HQ9036
1762,16,Black,Blue,White,Red,grey,GZ9259
1763,0,Black,,White,,grey,IG5467
1764,0,Black,Blue,White,Red,grey,HP9477
1765,0,,Blue,White,,,GZ2171
1766,4,Black,Blue,White,Red,grey,HQ6345
1767,7,Black,,White,,,HR0277
1768,17,Black,,White,,brown,IG3043
1769,13,Black,Blue,White,Red,grey,HP7494
1770,9,Black,Blue,White,Red,grey,ID1747
1771,13,Black,,White,,pink,ID9854
1772,11,Black,,White,,grey,IG3204
1773,13,Black,,,,purple,GY1549
1774,18,Black,Blue,White,,grey,IG5266
1775,11,Black,Blue,White,Red,grey,IF7610
1776,9,Black,,White,,grey,IF4863
1777,0,Black,Blue,White,Red,grey,IG8337
1778,10,Black,Blue,White,Red,grey,IE1776
1779,13,Black,Blue,White,,grey,HP7498
1780,13,Black,Blue,White,,,HP8706
1781,12,Black,Blue,White,,purple,IF2448
1782,9,Black,Blue,White,Red,grey,HQ8599
1783,8,Black,Blue,White,Red,grey,IG7964
1784,11,,Blue,White,,grey,GV6916
1785,1,,Blue,White,Red,,IG0664
1786,17,Black,Blue,White,Red,grey,HQ4312
1787,0,Black,,White,,grey,ID4263
1788,13,Black,Blue,White,Red,grey,HQ5873
1789,13,,,White,,purple,HP9549
1790,0,Black,Blue,White,,grey,HQ6179
1791,9,Black,Blue,White,Red,grey,IE1757
1792,18,Black,Blue,White,,grey,HQ6785
1793,4,Black,Blue,White,,grey,ID6898
1794,11,Black,Blue,White,,grey,ID1790
1795,18,Black,Blue,White,Red,,IE7022
1796,10,Black,Blue,White,Red,grey,HQ7232
1797,12,Black,,White,,grey,GV9427
1798,9,Black,Blue,White,Red,grey,IE8155
1799,9,Black,Blue,White,Red,orange,GX9271
1800,6,Black,Blue,White,Red,grey,IG0747
1801,8,Black,,White,,,ID7493
1802,6,Black,Blue,White,Red,purple,HQ4404
1803,13,,,White,,green,HP2815
1804,5,Black,Blue,White,Red,grey,IE1692
1805,17,Black,Blue,White,,grey,HP6880
1806,11,Black,,White,,grey,IF9905
1807,10,Black,Blue,White,Red,gold,IG5336
1808,18,Black,,White,,,HQ6713
1809,6,Black,Blue,White,Red,orange,HP7648
1810,14,Black,,White,Red,grey,GX6670
1811,15,Black,Blue,White,,,IE9325
1812,4,Black,Blue,White,Red,grey,GY9904
1813,17,Black,Blue,White,Red,grey,HQ9119
1814,6,Black,Blue,White,Red,grey,IG2374
1815,3,Black,Blue,White,Red,grey,ID9675
1816,4,Black,Blue,White,,,HQ4245
1817,12,Black,,White,,brown,ID4122
1818,12,Black,,White,,brown,ID4122
1819,11,,,White,,olive,HQ1443
1820,13,Black,,White,Red,,IE6631
1821,15,Black,,White,,gold,H03662
1822,11,Black,Blue,White,Red,grey,ID6928
1823,19,Black,,White,,,IE7689
1824,11,Black,Blue,White,Red,grey,HP3012
1825,10,,Blue,White,Red,grey,GX2613
1826,11,Black,,White,,grey,IF3197
1827,16,Black,Blue,White,Red,grey,HP5972
1828,17,Black,Blue,White,Red,grey,HP5970
1829,6,Black,,White,Red,,HQ6041
1830,10,Black,Blue,White,Red,grey,IG5892
1831,10,,Blue,White,Red,orange,GX9265
1832,4,Black,,White,,grey,IG5058
1833,8,Black,Blue,White,Red,grey,GW9473
1834,6,Black,,White,,,ID7494
1835,13,Black,,,Red,grey,GZ9840
1836,11,Black,,White,Red,violet,GZ4655
1837,14,Black,,,Red,grey,HQ8775
1838,12,Black,Blue,White,Red,grey,GX2022
1839,11,Black,Blue,White,Red,grey,IF5282
1840,0,Black,Blue,White,Red,grey,IG5878
1841,7,Black,Blue,White,Red,grey,IG5890
1842,4,,Blue,White,Red,grey,IF5274
1843,14,Black,Blue,White,Red,grey,HP5974
1844,0,Black,Blue,White,Red,grey,ID9584
1845,0,Black,Blue,White,Red,grey,IG5880
1846,0,Black,Blue,White,Red,grey,IG5887
1847,0,Black,,White,,,FY4393
1848,0,Black,Blue,White,Red,grey,GZ9593
1849,13,Black,Blue,White,Red,grey,GW9477
1850,6,Black,Blue,White,Red,grey,HQ4277
1851,12,Black,,White,,grey,HQ1399
1852,16,Black,Blue,White,Red,grey,IG5888
1853,13,Black,,,,purple,IG0374
1854,9,Black,,White,,,IG0804
1855,0,Black,Blue,White,Red,,ID8473
1856,0,Black,Blue,White,Red,grey,ID9777
1857,12,Black,Blue,White,Red,grey,ID9559
1858,13,Black,Blue,White,Red,grey,HQ5878
1859,6,Black,Blue,White,Red,grey,HQ5867
1860,12,Black,Blue,White,Red,grey,HQ8598
1861,0,Black,Blue,White,Red,grey,IF4926
1862,0,Black,Blue,White,Red,grey,IF8067
1863,0,Black,,,,grey,IF4850
1864,12,Black,Blue,White,Red,grey,HP9641
1865,0,Black,Blue,White,Red,grey,HP5971
1866,11,Black,,White,,,HP3213
1867,0,Black,Blue,White,,grey,ID1785
1868,11,Black,Blue,White,Red,grey,IE2163
1869,10,Black,Blue,White,Red,grey,IF0043
1870,13,Black,Blue,White,Red,grey,HP9737
1871,15,Black,Blue,White,Red,grey,ID7801
1872,5,,Blue,White,Red,orange,HP7646
1873,4,Black,,White,Red,grey,ID9620
1874,0,Black,Blue,White,Red,grey,IE1778
1875,2,Black,Blue,White,Red,grey,IF8069
1876,9,Black,Blue,White,Red,orange,HP7647
1877,0,Black,Blue,White,Red,grey,GZ4963
1878,0,Black,Blue,White,Red,grey,IF8068
1879,0,Black,Blue,White,Red,grey,FX7484
1880,0,Black,,White,Red,,HQ4512
1881,4,Black,Blue,White,Red,,ID8472
1882,12,Black,Blue,White,Red,grey,HP5939
1883,0,Black,Blue,White,Red,grey,IE9872
1884,0,Black,,White,,,HQ6039
1885,0,Black,,White,,grey,IE0251
1886,0,Black,Blue,White,Red,grey,IE5195
1887,0,Black,Blue,White,Red,grey,ID9424
1888,0,Black,,White,Red,purple,ID5499
1889,0,Black,,White,Red,,GY7425
1890,0,Black,Blue,White,Red,grey,ID9422
1891,0,,,,,grey,HQ0936
1892,0,,Blue,White,Red,,IE4893
1893,0,Black,Blue,White,Red,grey,GX4361
1894,0,,Blue,White,,gold,IE2430
1895,0,Black,,White,,lilac,GZ1336
1896,0,,,White,,grey,HQ7152
1897,3,Black,Blue,White,,grey,HP7557
1898,6,Black,Blue,White,Red,grey,HQ6350
1899,0,Black,,White,,grey,ID5409
1900,0,Black,Blue,White,,pink,G57984
1901,8,Black,Blue,White,Red,grey,HQ1937
1902,9,Black,Blue,White,Red,green,IG0647
1903,9,Black,,White,Red,grey,H04269
1904,7,Black,Blue,White,Red,grey,IE7703
1905,13,,,White,,orange,HQ8915
1906,12,Black,Blue,White,Red,grey,HQ4313
1907,11,Black,Blue,White,,pink,GZ0038
1908,10,Black,Blue,White,Red,grey,ID9587
1909,7,,,White,Red,grey,HR2034
1910,9,,,White,,grey,IE7351
1911,6,Black,,White,Red,grey,GX5594
1912,0,Black,Blue,White,Red,purple,IE4633
1913,6,Black,Blue,White,,grey,HQ6962
1914,6,Black,Blue,White,,grey,HQ6962
1915,5,,Blue,White,Red,,FZ5306
1916,12,Black,Blue,White,Red,grey,HP7493
1917,11,Black,,White,,grey,GZ9582
1918,9,Black,,White,,grey,IE1890
1919,6,Black,Blue,White,Red,orange,HP7649
1920,12,Black,,White,,gold,GW0907
1921,7,Black,Blue,White,Red,grey,IG5891
1922,13,Black,,White,,grey,FY9817
1923,15,Black,Blue,White,,grey,ID1788
1924,21,Black,,,Red,grey,S29146
1925,6,Black,Blue,White,,grey,IF7876
1926,9,Black,,White,,grey,IF3201
1927,6,Black,,White,,,GX0709
1928,12,Black,,White,,grey,FW2779
1929,7,,,White,Red,grey,HR2034
1930,8,Black,,White,,grey,GW0590
1931,10,Black,Blue,White,Red,grey,ID4658
1932,14,,,,,,HQ6667
1933,10,Black,,White,Red,,GY7381
1934,15,Black,Blue,White,Red,grey,IE7704
1935,13,Black,,White,Red,,GY7416
1936,12,Black,Blue,White,,grey,IF8185
1937,3,,,White,Red,green,HQ9884
1938,0,Black,Blue,White,Red,grey,ID9601
1939,0,,Blue,White,,,HQ4468
1940,4,Black,Blue,White,Red,grey,ID9664
1941,10,Black,,White,,green,GZ6939
1942,5,Black,Blue,White,,gold,IF4827
1943,11,Black,,White,,grey,ID1566
1944,12,,,White,,grey,IE0235
1945,9,Black,Blue,White,Red,green,IG0645
1946,20,Black,Blue,,,,GV9091
1947,9,Black,,White,,grey,FY0402
1948,8,,Blue,White,,green,Q46252
1949,3,Black,Blue,White,,violet,HP5571
1950,14,Black,Blue,White,Red,grey,GX4487
1951,13,Black,Blue,White,,pink,IE7416
1952,9,Black,,White,,grey,FY0404
1953,4,Black,Blue,White,Red,grey,IF7616
1954,0,Black,Blue,White,Red,,IE9320
1955,7,Black,,White,Red,,GW2050
1956,5,,,White,,green,IG2396
1957,0,Black,Blue,White,Red,grey,ID9423
1958,0,Black,Blue,White,Red,grey,HQ4278
1959,0,Black,,White,,grey,IF7438
1960,0,Black,Blue,White,Red,grey,HQ9116
1961,0,Black,Blue,White,Red,gold,IE9285
1962,0,,,White,Red,green,IG2395
