,n_reviews,size,comfort,quality,star_rating,product_code
1618,2.0,,100.0,75.0,3.5,DD0540-002
1619,6.0,50.0,100.0,75.0,4.7,DD0539-002
1620,1.0,,100.0,100.0,4.0,DD0517-002
1621,3.0,50.0,100.0,75.0,5.0,DD0543-002
1622,8.0,30.0,100.0,47.5,4.6,DD0504-002
1623,3.0,34.0,100.0,67.0,4.7,DD0528-002
1624,2.0,50.0,100.0,75.0,3.0,DD0511-002
1625,1.0,50.0,100.0,75.0,5.0,DD0551-002
1626,3.0,50.0,100.0,75.0,4.7,DD0527-002
1627,3.0,50.0,100.0,61.11,5.0,DD0513-002
1628,1.0,50.0,100.0,83.33,5.0,DD0545-002
1629,3.0,50.0,100.0,75.0,4.7,DD0556-002
1630,1.0,50.0,100.0,83.33,5.0,DD0530-002
1631,14.0,35.0,86.0,45.1,4.4,DD0542-002
1632,9.0,34.0,100.0,67.0,4.4,DD0523-002
1633,1.0,,50.0,50.0,3.0,DD0508-002
1634,4.0,,100.0,100.0,4.8,DD0515-002
1635,0.0,,,,0.0,DD0544-002
1636,4.0,50.0,100.0,58.33,4.8,DD0546-002
1637,8.0,50.0,93.0,71.5,4.9,DD0547-002
1638,3.0,34.0,100.0,66.89,5.0,DD0516-002
1639,2.0,50.0,100.0,75.0,4.0,DD0514-002
1640,2.0,,100.0,100.0,3.0,DD0512-002
1641,0.0,,,,0.0,DD0521-002
1642,4.0,38.0,88.0,63.0,4.0,DD0520-002
1643,3.0,,,,4.3,DD0541-002
1644,0.0,,,,0.0,DD0509-002
1645,2.0,50.0,100.0,83.33,5.0,FQ2982-401
1646,5.0,50.0,88.0,66.0,4.8,DQ6400-300
1647,2.0,25.0,100.0,62.5,5.0,DH6991-001
1648,1.0,50.0,100.0,83.33,5.0,DH6996-002
1649,0.0,,,,0.0,DH6994-002
1650,1.0,,,,1.0,DH6995-002
1651,0.0,,,,0.0,DH6990-002
1652,0.0,,,,0.0,DH6993-002
1653,1.0,50.0,100.0,75.0,5.0,DH6992-002
1654,2.0,50.0,100.0,75.0,5.0,DH6971-002
1655,0.0,,,,0.0,DH7000-002
1656,2.0,25.0,100.0,62.5,5.0,DH6991-002
1657,10.0,40.0,100.0,50.0,4.9,DH6983-002
1658,3.0,17.0,84.0,55.89,5.0,DH6984-002
1659,5.0,38.0,90.0,64.0,4.0,DH7001-002
1660,1.0,,100.0,100.0,5.0,DH6979-002
1661,0.0,,,,0.0,DH6974-002
1662,4.0,38.0,88.0,50.33,4.0,DH6982-002
1663,1.0,50.0,100.0,75.0,5.0,DH6998-002
1664,2.0,25.0,100.0,62.5,4.5,DH6973-002
1665,0.0,,,,0.0,DH6988-002
1666,0.0,,,,0.0,DH6986-002
1667,2.0,25.0,100.0,62.5,5.0,DH6976-002
1668,0.0,,,,0.0,DH6977-002
1669,0.0,,,,0.0,DH6989-002
1670,0.0,,,,0.0,DH6978-002
1671,0.0,,,,0.0,DH6985-002
1672,0.0,,,,0.0,DH6987-002
1673,1.0,,,,5.0,DH7002-002
1674,6.0,,,50.0,4.5,399332_01
1675,6.0,,,50.0,4.5,399332_03
1676,6.0,,,50.0,4.5,399332_02
1677,0.0,,,,0.0,398949_01
1678,0.0,,,,0.0,398949_02
1679,0.0,,,,0.0,397113_01
1680,1.0,,,100.0,5.0,397112_01
1681,1.0,,,100.0,5.0,397112_02
1682,160.0,,,,4.2,381410_01
1683,162.0,,,80.9,4.1,369155_04
1684,55.0,,,85.7,4.4,381983_01
1685,162.0,,,80.9,4.1,369155_01
1686,104.0,,,92.9,4.7,373438_01
1687,30.0,,,66.7,3.9,384209_01
1688,160.0,,,82.3,4.2,381410_02
1689,36.0,,,73.5,4.1,366408_01
1690,0.0,,,,0.0,397089_01
1691,160.0,,,82.3,4.2,381410_10
1692,104.0,,,92.9,4.7,373438_02
1693,9.0,,,75.0,4.1,392730_01
1694,49.0,,,87.5,4.6,399262_02
1695,9.0,,,100.0,4.9,380784_01
1696,0.0,,,,0.0,392710_01
1697,3.0,,,100.0,4.7,393772_05
1698,0.0,,,,0.0,396352_02
1699,36.0,,,73.5,4.1,366408_02
1700,160.0,,,82.3,4.2,381410_90
1701,3.0,,,,4.7,393772_02
1702,1.0,,,100.0,5.0,379140_01
1703,55.0,,,85.7,4.4,381983_02
1704,49.0,,,87.5,4.6,399262_01
1705,17.0,,,75.0,3.8,392886_01
1706,0.0,,,,0.0,397090_01
1707,0.0,,,,0.0,396704_02
1708,1.0,,,100.0,5.0,385248_01
1709,0.0,,,,0.0,396172_01
1710,0.0,,,,0.0,393065_01
1711,6.0,,,75.0,4.5,393802_09
1712,2.0,,,100.0,5.0,377540_04
1713,9.0,,,75.0,4.1,392730_08
1714,2.0,,,100.0,5.0,397643_02
1715,0.0,,,,0.0,394786_01
1716,0.0,,,,0.0,392086_01
1717,21.0,,,63.2,4.0,383112_04
1718,0.0,,,,0.0,378456_01
1719,0.0,,,,0.0,394755_02
1720,1.0,,,0.0,1.0,389853_06
1721,9.0,,,75.0,4.1,392730_02
1722,14.0,,,90.0,4.2,389454_04
1723,26.0,,,100.0,5.0,371008_27
1724,13.0,,,91.7,4.6,376262_21
1725,1.0,,,100.0,3.0,377746_04
1726,2.0,,,100.0,5.0,378318_02
1727,0.0,,,,0.0,309720_04
1728,9.0,,,75.0,4.1,392730_04
1729,0.0,,,,0.0,379886_01
1730,16.0,,,100.0,4.5,377758_09
1731,9.0,,,88.9,4.2,376855_22
1732,3.0,,,66.7,3.7,392085_01
1733,0.0,,,,0.0,393301_02
1734,0.0,,,,0.0,393065_02
1735,0.0,,,,0.0,390932_02
1736,6.0,,,,4.5,393802_01
1737,16.0,,,100.0,4.5,377758_01
1738,0.0,,,,0.0,107565_03
1739,18.0,,,90.9,4.4,397647_03
1740,9.0,,,88.9,4.2,376855_17
1741,30.0,,,66.7,3.9,384209_02
1742,2.0,,,0.0,3.0,107507_03
1743,14.0,,,90.0,4.2,389454_05
1744,0.0,,,,0.0,393449_02
1745,4.0,,,66.7,4.3,396463_07
1746,1.0,,,,5.0,378482_02
1747,1.0,,,0.0,4.0,393078_01
1748,1.0,,,100.0,3.0,377746_05
1749,0.0,,,,0.0,309758_01
1750,7.0,,,100.0,5.0,395461_11
1751,1.0,,,100.0,5.0,378823_01
1752,4.0,,,25.0,3.0,393326_01
1753,0.0,,,,0.0,390932_01
1754,0.0,,,,0.0,307826_02
1755,0.0,,,,0.0,307826_01
1756,0.0,,,,0.0,378688_02
1757,1.0,,,,5.0,378906_01
1758,1.0,,,100.0,3.0,393314_02
1759,1.0,,,,5.0,378482_01
1760,0.0,,,,0.0,378456_03
1761,0.0,,,,0.0,309758_02
1762,0.0,,,,0.0,394508_03
1763,7.0,,,80.0,4.6,396449_01
1764,0.0,,,,0.0,378688_03
1765,0.0,,,,0.0,394749_01
1766,4.0,,,66.7,4.3,396463_01
1767,0.0,,,,0.0,394786_04
1768,0.0,,,,0.0,378437_02
1769,0.0,,,,0.0,378437_01
1770,4.0,,,66.7,4.3,396463_09
1771,1.0,,,,4.0,393764_03
1772,2.0,,,100.0,5.0,377540_05
1773,1.0,,,,4.0,393764_02
1774,1.0,,,100.0,5.0,378454_01
1775,6.0,,,80.0,4.5,376169_10
1776,1.0,,,100.0,3.0,377746_01
1777,2.0,,,0.0,3.5,378096_02
1778,1.0,,,100.0,3.0,377746_03
1779,8.0,,,12.5,1.6,107356_03
1780,1.0,,,0.0,2.0,379114_01
1781,0.0,,,,0.0,378791_01
1782,4.0,,,50.0,4.0,377316_07
1783,0.0,,,,0.0,377063_04
1784,3.0,,,100.0,5.0,377855_01
1785,0.0,,,,0.0,377839_02
1786,0.0,,,,0.0,378456_05
1787,4.0,,,50.0,4.0,377316_09
1788,1.0,,,100.0,5.0,377508_04
1789,3.0,,,100.0,3.0,378684_01
1790,21.0,,,90.0,4.8,397858_01
1791,0.0,,,,0.0,396383_02
1792,3.0,,,100.0,5.0,377855_06
1793,4.0,,,66.7,4.3,396463_05
1794,0.0,,,,0.0,379288_01
1795,0.0,,,,0.0,390932_09
1796,1.0,,,,5.0,307761_01
1797,1.0,,,0.0,4.0,307685_04
1798,1.0,,,,4.0,307685_03
1799,1.0,,,,5.0,377942_01
1800,3.0,,,100.0,5.0,377787_03
1801,1.0,,,,3.0,377746_07
1802,0.0,,,,0.0,395997_01
1803,0.0,,,,0.0,378551_04
1804,1.0,,,100.0,5.0,379115_01
1805,0.0,,,,0.0,378435_02
1806,1.0,,,0.0,2.0,376592_05
1807,3.0,,,100.0,5.0,377855_08
1808,0.0,,,,0.0,378688_01
1809,18.0,,,90.9,4.4,397647_01
1810,4.0,,,100.0,4.8,379040_01
1811,4.0,,,66.7,4.3,396463_02
1812,9.0,,,88.9,4.2,376855_25
1813,15.0,,,86.7,4.4,383157_02
1814,3.0,,,100.0,5.0,377787_02
1815,6.0,,,,4.5,376169_01
1816,3.0,,,33.3,3.7,376311_04
1817,1.0,,,,5.0,376946_08
1818,0.0,,,,0.0,379082_05
1819,0.0,,,,0.0,379082_04
1820,3.0,,,33.3,3.7,376311_05
1821,0.0,,,,0.0,379082_03
1822,0.0,,,,0.0,379082_02
1823,0.0,,,,0.0,379082_01
1824,0.0,,,,0.0,379082_06
1825,1.0,,,100.0,5.0,396444_01
1826,0.0,,,,0.0,393084_01
1827,2.0,,,100.0,5.0,397643_07
1828,2.0,,,100.0,5.0,379181_01
1829,3.0,,,50.0,3.7,378469_01
1830,0.0,,,,0.0,310565_01
1831,0.0,,,,0.0,394175_01
1832,6.0,,,80.0,4.5,376169_12
1833,0.0,,,,0.0,394174_01
1834,0.0,,,,0.0,387468_06
1835,17.0,,,93.3,4.8,377892_10
1836,88.0,,,,4.5,195027_02
1837,24.0,,,62.5,4.0,382829_01
1838,3.0,,,100.0,5.0,392699_01
1839,2.0,,,50.0,3.0,396073_01
1840,6.0,,,66.7,4.3,394750_02
1841,24.0,,,62.5,4.0,382829_04
1842,0.0,,,,0.0,396672_01
1843,3.0,,,50.0,2.3,392514_01
1844,50.0,,,93.8,4.8,191667_02
1845,160.0,,,82.3,4.2,381410_85
1846,12.0,,,72.7,3.5,389082_01
1847,0.0,,,,0.0,393771_01
1848,1.0,,,100.0,5.0,393201_03
1849,2.0,,,100.0,5.0,393085_01
1850,0.0,,,,0.0,393031_02
1851,0.0,,,,0.0,393031_01
1852,5.0,,,80.0,4.0,393343_01
1853,1.0,,,100.0,5.0,393201_02
1854,4.0,,,,5.0,389876_02
1855,1.0,,,,4.0,387150_01
1856,0.0,,,,0.0,393987_01
1857,2.0,,,0.0,3.0,107507_01
1858,0.0,,,,0.0,107262_02
1859,5.0,,,100.0,4.4,389844_01
1860,0.0,,,,0.0,394885_01
1861,1.0,,,100.0,5.0,395480_01
1862,5.0,,,,4.2,386270_15
1863,0.0,,,,0.0,107565_01
1864,12.0,,,72.7,3.5,389082_02
1865,0.0,,,,0.0,395119_01
1866,1.0,,,,1.0,389853_04
1867,1.0,,,100.0,5.0,393752_01
1868,1.0,,,100.0,5.0,394009_01
1869,0.0,,,,0.0,389894_02
1870,1.0,,,100.0,5.0,393752_02
1871,40.0,,,71.9,3.9,392884_02
1872,5.0,,,75.0,4.2,386270_09
1873,1.0,,,,3.0,391096_02
1874,1.0,,,100.0,5.0,391098_07
1875,1.0,,,,5.0,393032_01
1876,1.0,,,0.0,1.0,307874_01
1877,2.0,,,0.0,3.5,391013_01
1878,4.0,,,33.3,4.3,391086_01
1879,0.0,,,,0.0,393777_01
1880,1.0,,,,5.0,393032_02
1881,2.0,,,0.0,3.5,391013_02
1882,0.0,,,,0.0,393193_01
1883,1.0,,,100.0,5.0,391098_01
1884,0.0,,,,0.0,389893_01
1885,2.0,,,0.0,4.0,387289_01
1886,4.0,,,75.0,4.0,396115_01
1887,160.0,,,82.3,4.2,381410_73
1888,17.0,,,,4.6,383380_06
1889,2.0,,,100.0,5.0,384412_02
1890,0.0,,,,0.0,391226_01
1891,0.0,,,,0.0,107329_01
1892,4.0,,,50.0,3.5,387157_01
1893,5.0,,,75.0,4.2,386270_14
1894,3.0,,,100.0,4.7,391570_01
1895,0.0,,,,0.0,393402_03
1896,1.0,,,100.0,5.0,389161_01
1897,7.0,,,100.0,4.9,396113_01
1898,5.0,,,75.0,4.2,386270_02
1899,2.0,,,,3.5,384433_02
1900,2.0,,,0.0,4.0,393077_01
1901,4.0,,,,5.0,389585_01
1902,9.0,,,,5.0,393340_01
1903,0.0,,,,0.0,106898_01
1904,1.0,,,100.0,5.0,393049_01
1905,8.0,,,62.5,3.4,377046_09
1906,13.0,,,,4.5,385517_02
1907,2.0,,,0.0,1.0,107093_02
1908,421.0,,,80.8,4.2,374915_01
1909,1.0,,,0.0,5.0,379303_01
1910,72.0,,,71.2,4.2,378916_01
1911,421.0,,,80.8,4.2,374915_04
1912,421.0,,,80.8,4.2,374915_12
1913,421.0,,,80.8,4.2,374915_07
1914,421.0,,,80.8,4.2,374915_02
1915,421.0,,,80.8,4.2,374915_06
1916,7.0,,,42.9,3.0,379235_01
1917,26.0,,,80.0,4.0,379233_01
1918,1.0,,,,5.0,379601_01
1919,37.0,,,78.1,4.1,376941_04
1920,421.0,,,80.8,4.2,374915_05
1921,1.0,,,,5.0,379601_03
1922,28.0,,,81.5,4.3,376807_01
1923,64.0,,,93.0,4.7,387272_05
1924,2.0,,,100.0,5.0,396403_01
1925,36.0,,,73.5,4.1,366408_01
1926,3.0,,,100.0,3.7,392787_07
1927,10.0,,,55.6,4.9,379223_01
1928,0.0,,,,0.0,395542_01
1929,16.0,,,92.9,4.8,307936_02
1930,42.0,,,69.2,3.9,374923_02
1931,42.0,,,69.2,3.9,374923_01
1932,3.0,,,100.0,3.7,392787_04
1933,421.0,,,80.8,4.2,374915_03
1934,0.0,,,,0.0,379330_01
1935,13.0,,,81.8,4.3,381174_01
1936,421.0,,,80.8,4.2,374915_89
1937,55.0,,,82.0,4.1,380190_01
1938,13.0,,,81.8,4.3,381174_02
1939,64.0,,,93.0,4.7,387272_04
1940,1.0,,,0.0,4.0,394873_01
1941,2.0,,,100.0,5.0,393152_01
1942,1.0,,,,4.0,392718_01
1943,0.0,,,,0.0,393260_01
1944,1.0,,,100.0,5.0,378453_01
1945,1.0,,,0.0,5.0,387286_01
1946,42.0,,,69.2,3.9,374923_03
1947,16.0,,,92.9,4.8,307936_01
1948,1.0,,,,5.0,379601_02
1949,18.0,,,78.6,4.2,376151_19
1950,19.0,,,88.2,4.3,307211_07
1951,0.0,,,,0.0,307997_01
1952,37.0,,,78.1,4.1,376941_12
1953,36.0,,,73.5,4.1,366408_02
1954,0.0,,,,0.0,397418_01
1955,18.0,,,78.6,4.2,376151_04
1956,0.0,,,,0.0,307999_01
1957,9.0,,,85.7,5.0,307648_04
1958,7.0,,,42.9,3.3,386759_01
1959,47.0,,,80.0,4.2,364669_02
1960,2.0,,,50.0,5.0,393747_01
1961,4.0,,,100.0,5.0,384139_02
1962,0.0,,,,0.0,393473_18
1963,1.0,,,100.0,5.0,380017_01
1964,0.0,,,,0.0,379908_07
1965,2.0,,,100.0,4.5,393490_04
1966,1.0,,,0.0,3.0,397116_01
1967,4.0,,,66.7,4.0,307822_01
1968,4.0,,,100.0,5.0,398352_02
1969,0.0,,,,0.0,307817_01
1970,0.0,,,,0.0,396704_02
1971,0.0,,,,0.0,393473_17
1972,9.0,,,88.9,4.4,107563_01
1973,7.0,,,33.3,3.1,107311_02
1974,47.0,,,80.0,4.2,364669_01
1975,0.0,,,,0.0,307784_02
1976,5.0,,,60.0,3.6,377858_06
1977,1.0,,,100.0,5.0,380017_02
1978,2.0,,,,3.0,379139_03
1979,18.0,,,78.6,4.2,376151_01
1980,2.0,,,100.0,3.5,389267_10
1981,2.0,,,50.0,5.0,393747_02
1982,4.0,,,100.0,5.0,398352_01
1983,0.0,,,,0.0,394687_01
1984,0.0,,,,0.0,394057_01
1985,32.0,,,77.4,4.3,377757_11
1986,2.0,,,100.0,4.5,393490_03
1987,2.0,,,,3.0,379139_01
1988,0.0,,,,0.0,195336_08
1989,0.0,,,,0.0,307751_02
1990,0.0,,,,0.0,307986_01
1991,1.0,,,100.0,5.0,377745_03
1992,1.0,,,100.0,5.0,307789_01
1993,0.0,,,,0.0,307751_01
1994,1.0,,,0.0,4.0,393286_01
1995,1.0,,,100.0,5.0,377745_01
1996,2.0,,,100.0,3.5,389267_17
1997,0.0,,,,0.0,393301_02
1998,18.0,,,78.6,4.2,376151_13
1999,0.0,,,,0.0,379886_01
2000,1.0,,,100.0,5.0,377745_04
2001,32.0,,,77.4,4.3,377757_01
2002,4.0,,,66.7,4.0,307822_02
2003,1.0,,,,5.0,390932_02
2004,2.0,,,100.0,5.0,392982_01
2005,1.0,,,100.0,5.0,379068_04
2006,0.0,,,,0.0,393151_01
2007,0.0,,,,0.0,392721_01
2008,1.0,,,100.0,5.0,395121_01
2009,4.0,,,75.0,5.0,307920_02
2010,4.0,,,100.0,5.0,384139_04
2011,1.0,,,0.0,5.0,392862_01
2012,0.0,,,,0.0,307847_01
2013,0.0,,,,0.0,307998_01
2014,18.0,,,78.6,4.2,376151_02
2015,0.0,,,,0.0,393306_02
2016,0.0,,,,0.0,393449_02
2017,0.0,,,,0.0,378472_01
2018,0.0,,,,0.0,378457_01
2019,3.0,,,66.7,5.0,378687_02
2020,0.0,,,,0.0,195336_09
2021,0.0,,,,0.0,307791_01
2022,0.0,,,,0.0,393306_01
2023,1.0,,,0.0,4.0,393078_01
2024,7.0,,,42.9,3.3,386759_10
2025,1.0,,,0.0,4.0,392718_04
2026,1.0,,,,5.0,393115_02
2027,18.0,,,78.6,4.2,376151_22
2028,0.0,,,,0.0,394798_01
2029,1.0,,,,5.0,390932_01
2030,0.0,,,,0.0,395773_02
2031,2.0,,,100.0,3.0,378541_02
2032,1.0,,,,2.0,378434_02
2033,0.0,,,,0.0,307826_02
2034,0.0,,,,0.0,307684_01
2035,0.0,,,,0.0,107553_01
2036,1.0,,,100.0,5.0,378474_01
2037,0.0,,,,0.0,307826_01
2038,0.0,,,,0.0,393114_01
2039,2.0,,,100.0,3.5,389267_19
2040,32.0,,,77.4,4.3,377757_15
2041,7.0,,,57.1,4.6,379079_05
2042,2.0,,,100.0,5.0,393152_02
2043,0.0,,,,0.0,389365_06
2044,0.0,,,,0.0,378734_02
2045,0.0,,,,0.0,107473_01
2046,0.0,,,,0.0,395737_02
2047,0.0,,,,0.0,393277_02
2048,5.0,,,75.0,4.6,386329_06
2049,0.0,,,,0.0,393136_01
2050,1.0,,,100.0,5.0,377745_05
2051,1.0,,,,5.0,393115_02
2052,7.0,,,57.1,4.6,379079_03
2053,0.0,,,,0.0,396127_01
2054,0.0,,,,0.0,307756_01
2055,1.0,,,0.0,3.0,379291_01
2056,0.0,,,,0.0,389365_05
2057,2.0,,,50.0,3.0,378455_07
2058,0.0,,,,0.0,393941_01
2059,0.0,,,,0.0,394799_03
2060,1.0,,,100.0,5.0,307771_01
2061,0.0,,,,0.0,107474_01
2062,0.0,,,,0.0,307684_04
2063,3.0,,,66.7,5.0,378687_06
2064,32.0,,,77.4,4.3,377757_13
2065,4.0,,,66.7,4.3,396463_01
2066,0.0,,,,0.0,378459_01
2067,4.0,,,66.7,4.3,396463_09
2068,0.0,,,,0.0,397263_02
2069,32.0,,,77.4,4.3,377757_19
2070,0.0,,,,0.0,394799_02
2071,0.0,,,,0.0,397263_01
2072,32.0,,,77.4,4.3,377757_18
2073,28.0,,,81.5,4.3,376807_19
2074,28.0,,,81.5,4.3,376807_20
2075,0.0,,,,0.0,308181_01
2076,0.0,,,,0.0,392086_01
2077,1.0,,,100.0,5.0,377745_06
2078,1.0,,,,3.0,308271_01
2079,44.0,,,79.5,4.4,195337_19
2080,18.0,,,78.6,4.2,376151_17
2081,2.0,,,100.0,4.5,385754_01
2082,4.0,,,66.7,4.3,396463_07
2083,0.0,,,,0.0,379286_01
2084,0.0,,,,0.0,394684_01
2085,1.0,,,100.0,3.0,393314_02
2086,10.0,,,87.5,4.0,377315_07
2087,3.0,,,66.7,3.7,392085_01
2088,0.0,,,,0.0,379557_01
2089,7.0,,,33.3,3.1,107311_03
2090,2.0,,,0.0,3.5,378096_02
2091,2.0,,,100.0,5.0,396403_02
2092,1.0,,,,5.0,390932_09
2093,1.0,,,100.0,5.0,107293_01
2094,0.0,,,,0.0,393941_02
2095,4.0,,,25.0,3.0,393326_01
2096,0.0,,,,0.0,395281_01
2097,1.0,,,0.0,5.0,395033_01
2098,2.0,,,50.0,4.5,107566_03
2099,1.0,,,0.0,3.0,107340_02
2100,4.0,,,100.0,5.0,384139_01
2101,9.0,,,88.9,4.4,107563_05
2102,0.0,,,,0.0,307954_01
2103,9.0,,,88.9,4.4,107563_04
2104,2.0,,,100.0,3.0,107422_03
2105,2.0,,,100.0,4.5,376591_08
2106,0.0,,,,0.0,393196_01
2107,2.0,,,50.0,3.0,378222_03
2108,9.0,,,75.0,3.9,396464_01
2109,2.0,,,100.0,5.0,396403_03
2110,4.0,,,75.0,5.0,307920_01
2111,0.0,,,,0.0,378550_05
2112,1.0,,,,5.0,378436_02
2113,9.0,,,75.0,3.9,396464_03
2114,44.0,,,79.5,4.4,195337_16
2115,1.0,,,100.0,5.0,107374_03
2116,11.0,,,55.6,3.7,107296_04
2117,4.0,,,66.7,4.3,396463_02
2118,7.0,,,33.3,3.1,107311_04
2119,4.0,,,66.7,4.3,396463_05
2120,20.0,,,26.3,1.9,107355_03
2121,3.0,,,,4.7,380007_01
2122,0.0,,,,0.0,307996_01
2123,0.0,,,,0.0,393157_01
2124,0.0,,,,0.0,308277_01
2125,3.0,,,66.7,5.0,378687_01
2126,55.0,,,82.0,4.1,380190_02
2127,5.0,,,33.3,4.4,107361_04
2128,2.0,,,50.0,3.5,379081_04
2129,2.0,,,100.0,5.0,107610_01
2130,1.0,,,0.0,1.0,394223_01
2131,1.0,,,,5.0,307940_01
2132,20.0,,,,1.9,107355_04
2133,1.0,,,100.0,5.0,378465_01
2134,1.0,,,100.0,2.0,377507_04
2135,3.0,,,,4.7,380007_02
2136,3.0,,,50.0,3.0,395032_01
2137,6.0,,,100.0,4.3,393167_02
2138,0.0,,,,0.0,393084_01
2139,0.0,,,,0.0,107540_01
2140,0.0,,,,0.0,378683_01
2141,2.0,,,50.0,3.5,379081_03
2142,2.0,,,50.0,2.5,107521_03
2143,11.0,,,55.6,3.7,107296_01
2144,0.0,,,,0.0,107539_01
2145,1.0,,,,3.0,107522_03
2146,0.0,,,,0.0,378734_01
2147,2.0,,,50.0,4.5,107566_02
2148,11.0,,,55.6,3.7,107296_03
2149,0.0,,,,0.0,394684_02
2150,11.0,,,55.6,3.7,107296_02
2151,1.0,,,0.0,1.0,394223_04
2152,1.0,,,,5.0,377001_01
2153,0.0,,,,0.0,379113_01
2154,18.0,,,78.6,4.2,376151_15
2155,0.0,,,,0.0,107609_01
2156,5.0,,,33.3,4.4,107361_03
2157,3.0,,,50.0,3.7,107375_03
2158,4.0,,,50.0,4.3,391962_06
2159,4.0,,,75.0,4.0,379652_01
2160,8.0,,,,4.6,378580_01
2161,20.0,,,80.0,4.2,385296_02
2162,20.0,,,80.0,4.2,385296_03
2163,4.0,,,50.0,5.0,386600_01
2164,7.0,,,33.3,3.1,107311_01
2165,2.0,,,,4.5,397572_01
2166,10.0,,,100.0,4.5,391610_01
2167,16.0,,,81.8,4.3,394981_02
2168,1.0,,,100.0,5.0,397112_01
2169,10.0,,,100.0,4.5,391610_02
2170,1.0,,,100.0,5.0,397112_02
2171,5.0,,,60.0,3.4,390717_01
2172,0.0,,,,0.0,392435_01
2173,0.0,,,,0.0,396672_01
2174,21.0,,,95.2,4.8,382112_01
2175,57.0,,,,3.4,366608_07
2176,8.0,,,80.0,4.6,307891_01
2177,2.0,,,100.0,5.0,392982_04
2178,2.0,,,100.0,5.0,392982_05
2179,8.0,,,80.0,4.6,307891_02
2180,10.0,,,85.7,4.3,307778_03
2181,7.0,,,42.9,3.3,386759_03
2182,1.0,,,,4.0,379087_01
2183,8.0,,,62.5,3.6,377044_07
2184,0.0,,,,0.0,307959_01
2185,5.0,,,66.7,3.4,393116_01
2186,2.0,,,50.0,4.0,396106_01
2187,2.0,,,100.0,4.0,377827_01
2188,5.0,,,60.0,3.4,390717_04
2189,2.0,,,100.0,5.0,392724_01
2190,23.0,,,23.8,2.0,376582_32
2191,0.0,,,,0.0,392983_02
2192,2.0,,,100.0,5.0,392724_04
2193,0.0,,,,0.0,307959_02
2194,0.0,,,,0.0,396087_01
2195,0.0,,,,0.0,394628_01
2196,1.0,,,100.0,5.0,307649_01
2197,0.0,,,,0.0,307758_01
2198,0.0,,,,0.0,390196_01
2199,16.0,,,81.8,4.3,394981_01
2200,1.0,,,100.0,5.0,376999_01
2201,2.0,,,100.0,4.5,394491_01
2202,1.0,,,,1.0,392434_01
2203,0.0,,,,0.0,394885_01
2204,1.0,,,100.0,5.0,379096_01
2205,9.0,,,100.0,4.8,396075_01
2206,2.0,,,100.0,4.5,389160_01
2207,1.0,,,100.0,5.0,394018_01
2208,4.0,,,,3.8,387499_01
2209,2.0,,,100.0,5.0,392724_05
2210,0.0,,,,0.0,393646_02
2211,0.0,,,,0.0,377959_03
2212,23.0,,,23.8,2.0,376582_31
2213,0.0,,,,0.0,396138_01
2214,2.0,,,100.0,5.0,392724_07
2215,5.0,,,100.0,5.0,377854_05
2216,0.0,,,,0.0,394933_09
2217,1.0,,,,1.0,307859_01
2218,7.0,,,100.0,4.6,387654_01
2219,4.0,,,100.0,4.5,307571_01
2220,1.0,,,100.0,5.0,393752_01
2221,0.0,,,,0.0,378986_02
2222,7.0,,,42.9,3.3,386759_02
2223,6.0,,,,4.2,393390_01
2224,0.0,,,,0.0,307475_02
2225,0.0,,,,0.0,394933_01
2226,13.0,,,91.7,4.8,378052_05
2227,2.0,,,50.0,4.5,107566_01
2228,0.0,,,,0.0,393231_04
2229,2.0,,,100.0,5.0,377007_01
2230,2.0,,,100.0,3.5,394544_01
2231,0.0,,,,0.0,392865_02
2232,0.0,,,,0.0,377962_03
2233,1.0,,,100.0,5.0,377000_02
2234,1.0,,,,5.0,379137_01
2235,1.0,,,,4.0,307506_01
2236,1.0,,,100.0,5.0,393752_02
2237,1.0,,,100.0,5.0,393813_02
2238,0.0,,,,0.0,307759_01
2239,1.0,,,100.0,5.0,394635_01
2240,0.0,,,,0.0,307760_02
2241,3.0,,,66.7,4.0,390972_01
2242,0.0,,,,0.0,379013_07
2243,6.0,,,80.0,3.8,388640_02
2244,1.0,,,,4.0,377961_01
2245,0.0,,,,0.0,377005_01
2246,0.0,,,,0.0,307897_01
2247,14.0,,,100.0,4.8,374862_02
2248,0.0,,,,0.0,379013_06
2249,2.0,,,100.0,5.0,392724_03
2250,4.0,,,100.0,4.8,378278_01
2251,0.0,,,,0.0,377379_01
2252,14.0,,,100.0,4.8,374862_09
2253,0.0,,,,0.0,307897_02
2254,3.0,,,66.7,4.7,393266_02
2255,4.0,,,100.0,5.0,387998_12
2256,1.0,,,100.0,5.0,393813_01
2257,1.0,,,,4.0,390129_01
2258,6.0,,,100.0,5.0,394552_01
2259,0.0,,,,0.0,392435_02
2260,1.0,,,100.0,5.0,387327_06
2261,0.0,,,,0.0,194478_04
2262,14.0,,,100.0,4.8,374862_10
2263,0.0,,,,0.0,393176_03
2264,1.0,,,0.0,1.0,194475_02
2265,7.0,,,83.3,4.3,393161_01
2266,0.0,,,,0.0,393647_01
2267,1.0,,,100.0,5.0,387327_07
2268,0.0,,,,0.0,307780_01
2269,3.0,,,33.3,2.3,390127_01
2270,6.0,,,50.0,3.2,376615_01
2271,15.0,,,86.7,4.5,388549_01
2272,0.0,,,,0.0,307576_02
