,ShoeName,Category,no_colors,price_reduce,price,Brand,product_code,URL
1557,Nike Alpha Huarache 8 Varsity,Men,1,76.97,90.0,Nike,CZ6558-110,https://www.nike.com/t/alpha-huarache-8-varsity-lacrosse-cleats-q0XBb8/CZ6558-110
1558,Nike Air Force 1 '07,Men,1,93.97,130.0,Nike,FN7439-133,https://www.nike.com/t/air-force-1-07-shoes-ZL3fVs/FN7439-133
1559,Nike Pegasus 40 (Penn State),Men,1,98.97,140.0,Nike,DZ5944-100,https://www.nike.com/t/pegasus-40-penn-state-mens-road-running-shoes-vmQhzj/DZ5944-100
1560,Nike SFB B2 Realtree®,Men,1,135.97,180.0,Nike,FN3721-200,https://www.nike.com/t/sfb-b2-realtree-mens-boots-Rrv9j1/FN3721-200
1561,Air Jordan 1 Low SE Craft,Men,1,120.0,120.0,Nike,DZ4135-002,https://www.nike.com/t/air-jordan-1-low-se-craft-mens-shoes-lcTJxC/DZ4135-002
1562,LeBron Witness 6 (Team),Men,1,89.97,105.0,Nike,,https://www.nike.com/t/lebron-witness-6-team-basketball-shoes-d6BdZB/DO9843-100
1563,Nike Offcourt (Clemson),Men,1,28.97,40.0,Nike,DD0518-002,https://www.nike.com/t/offcourt-clemson-slide-BD9FPm/DD0518-002
1564,Nike Air Max LTD 3,Men,1,130.0,130.0,Nike,687977-020,https://www.nike.com/t/air-max-ltd-3-mens-shoe-BOekDK/687977-020
1565,Nike Pegasus 40 (Alabama),Men,1,98.97,140.0,Nike,DZ5972-100,https://www.nike.com/t/pegasus-40-alabama-mens-road-running-shoes-1gNXPX/DZ5972-100
1566,Nike Air Max 97 Be True,Men,1,180.0,180.0,Nike,FD8637-600,https://www.nike.com/t/air-max-97-be-true-shoes-BkP8xs/FD8637-600
1567,Nike SB Nyjah Free 2,Men,1,65.97,100.0,Nike,BV2078-100,https://www.nike.com/t/sb-nyjah-free-2-skate-shoes-s4Kt9q/BV2078-100
1568,Nike SB Zoom Blazer Mid x Mason Silva,Men,1,88.97,110.0,Nike,DZ7260-400,https://www.nike.com/t/sb-zoom-blazer-mid-x-mason-silva-skate-shoes-1FNC6x/DZ7260-400
1569,Nike Pegasus 39 A.I.R. Hola Lou,Men,1,140.0,140.0,Nike,DO9500-300,https://www.nike.com/t/pegasus-39-air-hola-lou-mens-road-running-shoes-d4dvtm/DO9500-300
1570,Nike Dunk Low,Men,1,115.0,115.0,Nike,FV6909-800,https://www.nike.com/t/dunk-low-cpHbZv/FV6909-800
1571,Nike Air Max 1 Premium 2,Men,1,160.0,160.0,Nike,FD5088-001,https://www.nike.com/t/air-max-1-premium-2-shoes-zLvmlb/FD5088-001
1572,Air Jordan 1 Low OG,Men,1,140.0,140.0,Nike,CZ0790-001,https://www.nike.com/t/air-jordan-1-low-og-shoes-h08L0D/CZ0790-001
1573,Nike Air Max 1 '86 Premium,Men,1,170.0,170.0,Nike,,https://www.nike.com/launch/r/FN7652-030
1574,Nike Air Adjust Force Unlocked By You Greatest Gift,Men,1,210.0,210.0,Nike,FB2392-900,https://www.nike.com/u/nike-air-adjust-force-unlocked-by-you-10001740/5910223381
1575,"LeBron XXI ""Abalone""",Men,1,210.0,210.0,Nike,FN0708-400,https://www.nike.com/t/lebron-xxi-abalone-basketball-shoes-RQm6rR/FN0708-400
1576,NOCTA Glide,Men,1,160.0,160.0,Nike,,https://www.nike.com/launch/r/DM0879-100
1577,Nike Court Vision Mid Next Nature,Men,1,90.0,90.0,Nike,FQ8740-480,https://www.nike.com/t/court-vision-mid-next-nature-mens-shoes-Ks2QFk/FQ8740-480
1578,FAMU,Men,1,28.97,40.0,Nike,DZ0961-002,https://www.nike.com/t/famuoffcourt-slides-QCFmHb/DZ0961-002
1579,Converse x Martine Ali Chuck 70 De Luxe Wedge,Men,1,160.0,160.0,Nike,,https://www.nike.com/launch/r/A08650C-001
1580,NikeCourt Air Zoom Vapor AJ3,Men,1,138.97,180.0,Nike,DV9367-100,https://www.nike.com/t/nikecourt-air-zoom-vapor-aj3-mens-hard-court-tennis-shoes-ZD64vj/DV9367-100
1581,Nike Pegasus 40 (Ohio State),Men,1,98.97,140.0,Nike,DZ5969-100,https://www.nike.com/t/pegasus-40-ohio-state-mens-road-running-shoes-7dbvTM/DZ5969-100
1582,Zion 2 TB,Men,1,102.97,120.0,Nike,DQ7688-170,https://www.nike.com/t/zion-2-tb-mens-basketball-shoes-GfL6GT/DQ7688-170
1583,Nike Air More Uptempo,Men,1,85.0,85.0,Nike,FJ2708-001,https://www.nike.com/t/air-more-uptempo-mens-slides-5RWtBc/FJ2708-001
1584,Nike Dunk Mid Premium,Men,1,119.97,140.0,Nike,FQ8749-010,https://www.nike.com/t/dunk-mid-premium-mens-shoes-SVQ6RD/FQ8749-010
1585,Nike Dunk Low Retro,Men,1,115.0,115.0,Nike,FV8106-181,https://www.nike.com/t/dunk-low-retro-mens-shoes-vQlxWd/FV8106-181
1586,Nike Zoom LeBron 2 LX,Men,1,250.0,250.0,Nike,,https://www.nike.com/launch/r/DQ2439-200
1587,Nike Air Max 1 Premium,Men,1,160.0,160.0,Nike,FJ4451-100,https://www.nike.com/t/air-max-1-premium-shoes-QBdDK8/FJ4451-100
1588,Nike Air Pegasus '89 Premium,Men,1,110.0,110.0,Nike,FN6838-012,https://www.nike.com/t/air-pegasus-89-premium-shoes-4nxg1c/FN6838-012
1589,Nike Pegasus 40 (Stanford),Men,1,98.97,140.0,Nike,FQ2145-100,https://www.nike.com/t/pegasus-40-stanford-mens-road-running-shoes-k2zWS5/FQ2145-100
1590,Nike On Deck,Men,1,18.97,25.0,Nike,CU3958-002,https://www.nike.com/t/on-deck-mens-slides-McrHWg/CU3958-002
1591,Nike Air Force 1 '07 LX,Men,1,97.97,140.0,Nike,DV0791-200,https://www.nike.com/t/air-force-1-07-lx-mens-shoes-7Xt6gz/DV0791-200
1592,NikeCourt Air Zoom GP Turbo Osaka Premium,Men,1,160.0,160.0,Nike,FJ2985-001,https://www.nike.com/t/nikecourt-air-zoom-gp-turbo-osaka-premium-womens-hard-court-tennis-shoes-fRK8k4/FJ2985-001
1593,Nike Air Max 90,Men,1,119.97,140.0,Nike,FN6843-100,https://www.nike.com/t/air-max-90-shoes-NKzt71/FN6843-100
1594,Nike Invincible 3,Men,1,190.0,190.0,Nike,FZ5056-103,https://www.nike.com/t/invincible-3-mens-road-running-shoes-m0FKgn/FZ5056-103
1595,Nike Air Footscape Woven,Men,2,160.0,160.0,Nike,,https://www.nike.com/launch/r/FB1959-001
1596,Nike Pegasus 37,Men,1,89.97,120.0,Nike,BQ9646-004,https://www.nike.com/t/pegasus-37-mens-road-running-shoes-KLvDcj/BQ9646-004
1597,Nike Air Monarch IV AMP,Men,1,110.97,130.0,Nike,FB7143-403,https://www.nike.com/t/air-monarch-iv-amp-mens-workout-shoes-dChTJ7/FB7143-403
1598,Nike Offcourt (Michigan),Men,1,28.97,40.0,Nike,DD0533-002,https://www.nike.com/t/offcourt-michigan-slide-mpg9l0/DD0533-002
1599,Jordan Delta 3 Low,Men,1,84.97,140.0,Nike,DN2647-100,https://www.nike.com/t/jordan-delta-3-low-mens-shoes-Zcx4B1/DN2647-100
1600,Duke,Men,1,28.97,40.0,Nike,DX5211-002,https://www.nike.com/t/dukeoffcourt-slides-7FZDqv/DX5211-002
1601,Nike Air Max 97 OG,Men,1,111.97,185.0,Nike,DM0028-400,https://www.nike.com/t/air-max-97-og-mens-shoes-zV9FQs/DM0028-400
1602,Nike Court Legacy Canvas,Men,1,55.97,60.0,Nike,CW6539-100,https://www.nike.com/t/court-legacy-canvas-mens-shoes-S38RF1/CW6539-100
1603,Nike Offcourt (Oklahoma),Men,1,28.97,40.0,Nike,DD0536-002,https://www.nike.com/t/offcourt-oklahoma-slide-Sfk70z/DD0536-002
1604,Nike SFB Field 2 8”,Men,1,144.97,175.0,Nike,AO7507-001,https://www.nike.com/t/sfb-field-2-8-tactical-boots-gkRtlh/AO7507-001
1605,Nike x Future Movement Air Humara,Men,1,115.97,165.0,Nike,FQ1099-200,https://www.nike.com/t/future-movement-air-humara-mens-shoes-MtkvdB/FQ1099-200
1606,Nike College Air Max SYSTM (Michigan State),Men,1,110.0,110.0,Nike,DZ7747-001,https://www.nike.com/t/air-max-systm-michigan-state-mens-shoes-knzJBj/DZ7747-001
1607,Nike Air Force 1 '07 Premium,Men,1,123.97,145.0,Nike,FV3628-031,https://www.nike.com/t/air-force-1-07-premium-mens-shoes-FLRvC9/FV3628-031
1608,Jordan Granville Pro,Men,1,108.97,135.0,Nike,DV1235-100,https://www.nike.com/t/jordan-granville-pro-mens-shoes-88RllS/DV1235-100
1609,Nike ZoomX Dragonfly,Men,1,89.97,150.0,Nike,DR9922-700,https://www.nike.com/t/zoomx-dragoy-track-field-distance-spikes-26wvr7/DR9922-700
1610,Nike SB Zoom Blazer Mid,Men,1,67.97,90.0,Nike,FD0731-001,https://www.nike.com/t/sb-zoom-blazer-mid-skate-shoes-SS5p2B/FD0731-001
1611,Nike Pegasus 40 (NFL Tampa Bay Buccaneers),Men,14,112.97,140.0,Nike,DZ5995-001,https://www.nike.com/t/pegasus-40-tampa-bay-buccaneers-mens-road-running-shoes-mNqk2C/DZ5995-001
1612,Nike Offcourt (NFL Atlanta Falcons),Men,15,40.0,40.0,Nike,DD0521-001,https://www.nike.com/t/offcourt-atlanta-falcons-slide-1xbMzS/DD0521-001
1613,Nike Pegasus 40 (NFL Buffalo Bills),Men,15,112.97,140.0,Nike,DZ5976-001,https://www.nike.com/t/pegasus-40-buffalo-bills-mens-road-running-shoes-bX3DdM/DZ5976-001
1614,Nike Pegasus 39 (NFL Chicago Bears),Men,2,91.97,140.0,Nike,DR2034-400,https://www.nike.com/t/pegasus-39-chicago-bears-mens-road-running-shoes-FMcHZl/DR2034-400
1615,Nike Offcourt (NFL Minnesota Vikings),Men,1,40.0,40.0,Nike,DD0554-002,https://www.nike.com/t/offcourt-minnesota-vikings-slide-Wj38Tc/DD0554-002
1616,Nike Offcourt (NFL Buffalo Bills),Men,1,40.0,40.0,Nike,DD0510-002,https://www.nike.com/t/offcourt-buffalo-bills-slide-Kw8ljn/DD0510-002
1617,Nike Offcourt (NFL New York Giants),Men,1,40.0,40.0,Nike,DD0526-002,https://www.nike.com/t/offcourt-new-york-giants-slide-5GQNJH/DD0526-002
1618,Nike Offcourt (NFL Carolina Panthers),Men,1,40.0,40.0,Nike,DD0540-002,https://www.nike.com/t/offcourt-carolina-panthers-slide-mGG6Sr/DD0540-002
1619,Nike Offcourt (NFL Green Bay Packers),Men,1,40.0,40.0,Nike,DD0539-002,https://www.nike.com/t/offcourt-green-bay-packers-slide-XsTKLx/DD0539-002
1620,Nike Offcourt (NFL Indianapolis Colts),Men,1,40.0,40.0,Nike,DD0517-002,https://www.nike.com/t/offcourt-indianapolis-colts-slide-ZBFDPQ/DD0517-002
1621,Nike Offcourt (Washington Football Team),Men,1,40.0,40.0,Nike,DD0543-002,https://www.nike.com/t/offcourt-washington-football-team-mens-slides-4MgXlC/DD0543-002
1622,Nike Offcourt (NFL San Francisco 49ers),Men,1,40.0,40.0,Nike,DD0504-002,https://www.nike.com/t/offcourt-san-francisco-49ers-slide-nVZ7tv/DD0504-002
1623,Nike Offcourt (NFL New York Jets),Men,1,40.0,40.0,Nike,DD0528-002,https://www.nike.com/t/offcourt-new-york-jets-slide-f2SVph/DD0528-002
1624,Nike Offcourt (NFL Cincinnati Bengals),Men,1,40.0,40.0,Nike,DD0511-002,https://www.nike.com/t/offcourt-cincinnati-bengals-slide-HTLZsv/DD0511-002
1625,Nike Offcourt (NFL Tennessee Titans),Men,1,40.0,40.0,Nike,DD0551-002,https://www.nike.com/t/offcourt-tennessee-titans-slide-7bGQX7/DD0551-002
1626,Nike Offcourt (NFL Jacksonville Jaguars),Men,1,40.0,40.0,Nike,DD0527-002,https://www.nike.com/t/offcourt-jacksonville-jaguars-slide-TL7TW3/DD0527-002
1627,Nike Offcourt (NFL Tampa Bay Buccaneers),Men,1,40.0,40.0,Nike,DD0513-002,https://www.nike.com/t/offcourt-tampa-bay-buccaneers-slide-B8mRNn/DD0513-002
1628,Nike Offcourt (NFL Seattle Seahawks),Men,1,40.0,40.0,Nike,DD0545-002,https://www.nike.com/t/offcourt-seattle-seahawks-slide-hXmGGW/DD0545-002
1629,Nike Offcourt (NFL Los Angeles Rams),Men,1,40.0,40.0,Nike,DD0556-002,https://www.nike.com/t/offcourt-los-angeles-rams-slide-QSwdxH/DD0556-002
1630,Nike Offcourt (NFL Detroit Lions),Men,1,40.0,40.0,Nike,DD0530-002,https://www.nike.com/t/offcourt-detroit-lions-slide-tFbLQq/DD0530-002
1631,Nike Offcourt (NFL Las Vegas Raiders),Men,1,40.0,40.0,Nike,DD0542-002,https://www.nike.com/t/offcourt-las-vegas-raiders-slide-d1xkQN/DD0542-002
1632,Nike Offcourt (NFL Philadelphia Eagles),Men,1,40.0,40.0,Nike,DD0523-002,https://www.nike.com/t/offcourt-philadelphia-eagles-slide-h9RDWb/DD0523-002
1633,Nike Offcourt (NFL Chicago Bears),Men,1,40.0,40.0,Nike,DD0508-002,https://www.nike.com/t/offcourt-chicago-bears-slide-04f3ZW/DD0508-002
1634,Nike Offcourt (NFL Kansas City Chiefs),Men,1,40.0,40.0,Nike,DD0515-002,https://www.nike.com/t/offcourt-kansas-city-chiefs-slide-TW4RgN/DD0515-002
1635,Nike Offcourt (NFL New Orleans Saints),Men,1,40.0,40.0,Nike,DD0544-002,https://www.nike.com/t/offcourt-new-orleans-saints-slide-mZpSLW/DD0544-002
1636,Nike Offcourt (NFL Baltimore Ravens),Men,1,40.0,40.0,Nike,DD0546-002,https://www.nike.com/t/offcourt-baltimore-ravens-slide-kvHT0x/DD0546-002
1637,Nike Offcourt (NFL Pittsburgh Steelers),Men,1,40.0,40.0,Nike,DD0547-002,https://www.nike.com/t/offcourt-pittsburgh-steelers-slide-2LFclF/DD0547-002
1638,Nike Offcourt (NFL Los Angeles Chargers),Men,1,40.0,40.0,Nike,DD0516-002,https://www.nike.com/t/offcourt-los-angeles-chargers-slide-pxCVwB/DD0516-002
1639,Nike Offcourt (NFL Arizona Cardinals),Men,1,40.0,40.0,Nike,DD0514-002,https://www.nike.com/t/offcourt-arizona-cardinals-slide-MmWZ1t/DD0514-002
1640,Nike Offcourt (NFL Cleveland Browns),Men,1,40.0,40.0,Nike,DD0512-002,https://www.nike.com/t/offcourt-cleveland-browns-slide-5n9JGH/DD0512-002
1641,Nike Offcourt (NFL Atlanta Falcons),Men,1,40.0,40.0,Nike,DD0521-002,https://www.nike.com/t/offcourt-atlanta-falcons-slide-18S7pH/DD0521-002
1642,Nike Offcourt (NFL Miami Dolphins),Men,1,40.0,40.0,Nike,DD0520-002,https://www.nike.com/t/offcourt-miami-dolphins-slide-6zpB3R/DD0520-002
1643,Nike Offcourt (NFL New England Patriots),Men,1,40.0,40.0,Nike,DD0541-002,https://www.nike.com/t/offcourt-new-england-patriots-slide-LGtHrx/DD0541-002
1644,Nike Offcourt (NFL Denver Broncos),Men,1,35.0,35.0,Nike,DD0509-002,https://www.nike.com/t/offcourt-denver-broncos-slide-lhwxvr/DD0509-002
1645,Nike Pegasus 40 (Chelsea FC),Men,4,140.0,140.0,Nike,FQ2982-401,https://www.nike.com/t/pegasus-40-chelsea-fc-mens-road-running-shoes-4gLSvT/FQ2982-401
1646,Nike LeBron 9 Low,Men,1,95.97,190.0,Nike,DQ6400-300,https://www.nike.com/t/lebron-9-low-mens-shoes-flHVJd/DQ6400-300
1647,Nike Offcourt (MLB Philadelphia Phillies),Men,8,20.97,40.0,Nike,DH6991-001,https://www.nike.com/t/offcourt-philadelphia-phillies-slide-B2ZZsZ/DH6991-001
1648,Nike Offcourt (MLB Colorado Rockies),Men,1,40.0,40.0,Nike,DH6996-002,https://www.nike.com/t/offcourt-colorado-rockies-slide-DlK3TD/DH6996-002
1649,Nike Offcourt (MLB Boston Red Sox),Men,1,40.0,40.0,Nike,DH6994-002,https://www.nike.com/t/offcourt-boston-red-sox-slide-qpxK6B/DH6994-002
1650,Nike Offcourt (MLB Cincinnati Reds),Men,1,40.0,40.0,Nike,DH6995-002,https://www.nike.com/t/offcourt-cincinnati-reds-slide-xPzlLR/DH6995-002
1651,Nike Offcourt (MLB San Diego Padres),Men,1,40.0,40.0,Nike,DH6990-002,https://www.nike.com/t/offcourt-san-diego-padres-slide-fbShMh/DH6990-002
1652,Nike Offcourt (MLB Tampa Bay Rays),Men,1,40.0,40.0,Nike,DH6993-002,https://www.nike.com/t/offcourt-tampa-bay-rays-slide-pDBh33/DH6993-002
1653,Nike Offcourt (MLB Texas Rangers),Men,1,40.0,40.0,Nike,DH6992-002,https://www.nike.com/t/offcourt-texas-rangers-slide-hCH1Zp/DH6992-002
1654,Nike Offcourt (MLB Atlanta Braves),Men,1,40.0,40.0,Nike,DH6971-002,https://www.nike.com/t/offcourt-atlanta-braves-slide-8wPTrT/DH6971-002
1655,Nike Offcourt (MLB Chicago White Sox),Men,1,40.0,40.0,Nike,DH7000-002,https://www.nike.com/t/offcourt-chicago-white-sox-slide-bkBdnp/DH7000-002
1656,Nike Offcourt (MLB Philadelphia Phillies),Men,1,40.0,40.0,Nike,DH6991-002,https://www.nike.com/t/offcourt-philadelphia-phillies-slide-TTbPJV/DH6991-002
1657,Nike Offcourt (MLB Los Angeles Dodgers),Men,1,40.0,40.0,Nike,DH6983-002,https://www.nike.com/t/offcourt-los-angeles-dodgers-slide-Gb40cs/DH6983-002
1658,Nike Offcourt (MLB Miami Marlins),Men,1,40.0,40.0,Nike,DH6984-002,https://www.nike.com/t/offcourt-miami-marlins-slide-xvTRLw/DH6984-002
1659,Nike Offcourt (MLB New York Yankees),Men,1,40.0,40.0,Nike,DH7001-002,https://www.nike.com/t/offcourt-new-york-yankees-slide-fZtR3g/DH7001-002
1660,Nike Offcourt (MLB Los Angeles Angels),Men,1,40.0,40.0,Nike,DH6979-002,https://www.nike.com/t/offcourt-los-angeles-angels-slide-BfW93Q/DH6979-002
1661,Nike Offcourt (MLB St. Louis Cardinals),Men,1,40.0,40.0,Nike,DH6974-002,https://www.nike.com/t/offcourt-st-louis-cardinals-slide-6vj6FQ/DH6974-002
1662,Nike Offcourt (MLB San Francisco Giants),Men,1,40.0,40.0,Nike,DH6982-002,https://www.nike.com/t/offcourt-san-francisco-giants-slide-D4gTRs/DH6982-002
1663,Nike Offcourt (MLB Detroit Tigers),Men,1,40.0,40.0,Nike,DH6998-002,https://www.nike.com/t/offcourt-detroit-tigers-slide-scScXs/DH6998-002
1664,Nike Offcourt (MLB Chicago Cubs),Men,1,40.0,40.0,Nike,DH6973-002,https://www.nike.com/t/offcourt-chicago-cubs-slide-8cj367/DH6973-002
1665,Nike Offcourt (MLB Washington Nationals),Men,1,40.0,40.0,Nike,DH6988-002,https://www.nike.com/t/offcourt-washington-nationals-slide-kqv271/DH6988-002
1666,Nike Offcourt (MLB New York Mets),Men,1,40.0,40.0,Nike,DH6986-002,https://www.nike.com/t/offcourt-new-york-mets-slide-TCm48b/DH6986-002
1667,Nike Offcourt (MLB Oakland Athletics),Men,1,40.0,40.0,Nike,DH6976-002,https://www.nike.com/t/offcourt-oakland-athletics-slide-Krzljd/DH6976-002
1668,Nike Offcourt (MLB Milwaukee Brewers),Men,1,40.0,40.0,Nike,DH6977-002,https://www.nike.com/t/offcourt-milwaukee-brewers-slide-F70fHf/DH6977-002
1669,Nike Offcourt (MLB Baltimore Orioles),Men,1,40.0,40.0,Nike,DH6989-002,https://www.nike.com/t/offcourt-baltimore-orioles-slide-Nf5ZJf/DH6989-002
1670,Nike Offcourt (MLB Houston Astros),Men,1,40.0,40.0,Nike,DH6978-002,https://www.nike.com/t/offcourt-houston-astros-slide-VcM40M/DH6978-002
1671,Nike Offcourt (MLB Seattle Mariners),Men,1,40.0,40.0,Nike,DH6985-002,https://www.nike.com/t/offcourt-seattle-mariners-slide-gCdTwS/DH6985-002
1672,Nike Offcourt (MLB Cleveland),Men,1,40.0,40.0,Nike,DH6987-002,https://www.nike.com/t/offcourt-cleveland-slide-9BvPvk/DH6987-002
1673,Nike Offcourt (MLB Pittsburgh Pirates),Men,1,40.0,40.0,Nike,DH7002-002,https://www.nike.com/t/offcourt-pittsburgh-pirates-slide-vZk9lc/DH7002-002
1674,FENTY x PUMA Creeper Phatty Women's SneakersPUMA Black-Warm White-Gum,Women,3,140.0,140.0,Puma,399332_01,https://us.puma.com/us/en/pd/fenty-x-puma-creeper-phatty-womens-sneakers/399332?swatch=01&referrer-category=womens-shop-all-womens
1675,FENTY x PUMA Creeper Phatty Women's SneakersLavender Alert-Burnt Red-Gum,Women,3,140.0,140.0,Puma,399332_03,https://us.puma.com/us/en/pd/fenty-x-puma-creeper-phatty-womens-sneakers/399332?swatch=03&referrer-category=womens-shop-all-womens
1676,FENTY x PUMA Creeper Phatty Women's SneakersSpeed Blue-Lime Pow-Gum,Women,3,140.0,140.0,Puma,399332_02,https://us.puma.com/us/en/pd/fenty-x-puma-creeper-phatty-womens-sneakers/399332?swatch=02&referrer-category=womens-shop-all-womens
1677,Basket Classic Velvet Women's SneakersMalachite-Puma Team Gold-PUMA White,Women,2,64.99,80.0,Puma,398949_01,https://us.puma.com/us/en/pd/basket-classic-velvet-womens-sneakers/398949?swatch=01&referrer-category=womens-shop-all-womens
1678,Basket Classic Velvet Women's SneakersDark Jasper-Puma Team Gold-PUMA White,Women,2,64.99,80.0,Puma,398949_02,https://us.puma.com/us/en/pd/basket-classic-velvet-womens-sneakers/398949?swatch=02&referrer-category=womens-shop-all-womens
1679,Mayze Heritage Velvet Women's SneakersPUMA White-Malachite-Puma Team Gold,Women,1,84.99,100.0,Puma,397113_01,https://us.puma.com/us/en/pd/mayze-heritage-velvet-womens-sneakers/397113?swatch=01&referrer-category=womens-shop-all-womens
1680,CA Pro Velour SneakersMalachite-Warm White,Women,2,79.99,100.0,Puma,397112_01,https://us.puma.com/us/en/pd/ca-pro-velour-sneakers/397112?swatch=01&referrer-category=womens-shop-all-womens
1681,CA Pro Velour SneakersPUMA Black-PUMA Black,Women,2,79.99,100.0,Puma,397112_02,https://us.puma.com/us/en/pd/ca-pro-velour-sneakers/397112?swatch=02&referrer-category=womens-shop-all-womens
1682,Suede Classic XXI Women's SneakersPuma Black-Puma White,Women,6,75.0,75.0,Puma,381410_01,https://us.puma.com/us/en/pd/suede-classic-xxi-womens-sneakers/381410?swatch=01&referrer-category=womens-shop-all-womens
1683,Cali Women's SneakersPuma White-Puma Black,Women,2,80.0,80.0,Puma,369155_04,https://us.puma.com/us/en/pd/cali-womens-sneakers/369155?swatch=04&referrer-category=womens-shop-all-womens
1684,Mayze Women's SneakersPuma White-Puma Black,Women,2,90.0,90.0,Puma,381983_01,https://us.puma.com/us/en/pd/mayze-womens-sneakers/381983?swatch=01&referrer-category=womens-shop-all-womens
1685,Cali Women's SneakersPuma White-Puma White,Women,2,80.0,80.0,Puma,369155_01,https://us.puma.com/us/en/pd/cali-womens-sneakers/369155?swatch=01&referrer-category=womens-shop-all-womens
1686,Cali Wedge Women's SneakersPuma White-Puma White,Women,2,90.0,90.0,Puma,373438_01,https://us.puma.com/us/en/pd/cali-wedge-womens-sneakers/373438?swatch=01&referrer-category=womens-shop-all-womens
1687,Mayze Classic Women's SneakersPuma White,Women,2,90.0,90.0,Puma,384209_01,https://us.puma.com/us/en/pd/mayze-classic-womens-sneakers/384209?swatch=01&referrer-category=womens-shop-all-womens
1688,Suede Classic XXI Women's SneakersHigh Risk Red-Puma White,Women,6,75.0,75.0,Puma,381410_02,https://us.puma.com/us/en/pd/suede-classic-xxi-womens-sneakers/381410?swatch=02&referrer-category=womens-shop-all-womens
1689,Roma Classic Gum SneakersPuma White-Puma Team Gold,Women,2,70.0,70.0,Puma,366408_01,https://us.puma.com/us/en/pd/roma-classic-gum-sneakers/366408?swatch=01&referrer-category=womens-shop-all-womens
1690,RS-X Glimmer Women's SneakersPUMA White-Gold-Warm White,Women,1,110.0,110.0,Puma,397089_01,https://us.puma.com/us/en/pd/rs-x-glimmer-womens-sneakers/397089?swatch=01&referrer-category=womens-shop-all-womens
1691,Suede Classic XXI Women's SneakersMarshmallow-Puma White,Women,6,75.0,75.0,Puma,381410_10,https://us.puma.com/us/en/pd/suede-classic-xxi-womens-sneakers/381410?swatch=10&referrer-category=womens-shop-all-womens
1692,Cali Wedge Women's SneakersPuma Black-Puma White,Women,2,90.0,90.0,Puma,373438_02,https://us.puma.com/us/en/pd/cali-wedge-womens-sneakers/373438?swatch=02&referrer-category=womens-shop-all-womens
1693,Cali Dream West Coast Leather Women's SneakersPUMA White,Women,4,90.0,90.0,Puma,392730_01,https://us.puma.com/us/en/pd/cali-dream-west-coast-leather-womens-sneakers/392730?swatch=01&referrer-category=womens-shop-all-womens
1694,FENTY x PUMA AVANTI L Women's SneakersDark Myrtle,Women,2,160.0,160.0,Puma,399262_02,https://us.puma.com/us/en/pd/fenty-x-puma-avanti-l-womens-sneakers/399262?swatch=02&referrer-category=womens-shop-all-womens
1695,Mayze Women's SneakersPuma Black-Puma White,Women,1,90.0,90.0,Puma,380784_01,https://us.puma.com/us/en/pd/mayze-womens-sneakers/380784?swatch=01&referrer-category=womens-shop-all-womens
1696,Pulsar Wedge Cat Logo Women's SneakersWhisper White-ARUBA BLUE,Women,1,110.0,110.0,Puma,392710_01,https://us.puma.com/us/en/pd/pulsar-wedge-cat-logo-womens-sneakers/392710?swatch=01&referrer-category=womens-shop-all-womens
1697,RS-X Soft Women's SneakersFrosty Pink-Ravish-Pearl Pink,Women,2,110.0,110.0,Puma,393772_05,https://us.puma.com/us/en/pd/rs-x-soft-womens-sneakers/393772?swatch=05&referrer-category=womens-shop-all-womens
1698,PUMA x SWAROVSKI Suede Women's SneakersPUMA Black,Women,1,100.0,100.0,Puma,396352_02,https://us.puma.com/us/en/pd/puma-x-swarovski-suede-womens-sneakers/396352?swatch=02&referrer-category=womens-shop-all-womens
1699,Roma Classic Gum SneakersPuma Black-Puma Team Gold,Women,2,70.0,70.0,Puma,366408_02,https://us.puma.com/us/en/pd/roma-classic-gum-sneakers/366408?swatch=02&referrer-category=womens-shop-all-womens
1700,Suede Classic XXI Women's SneakersGranola-Warm White,Women,6,75.0,75.0,Puma,381410_90,https://us.puma.com/us/en/pd/suede-classic-xxi-womens-sneakers/381410?swatch=90&referrer-category=womens-shop-all-womens
1701,RS-X Soft Women's SneakersFrosty Pink-Warm White,Women,2,110.0,110.0,Puma,393772_02,https://us.puma.com/us/en/pd/rs-x-soft-womens-sneakers/393772?swatch=02&referrer-category=womens-shop-all-womens
1702,ForeverRun NITRO™ Knit Women's Running ShoesPUMA White-Feather Gray,Women,1,150.0,150.0,Puma,379140_01,https://us.puma.com/us/en/pd/foreverrun-nitro%E2%84%A2-knit-womens-running-shoes/379140?swatch=01&referrer-category=womens-shop-all-womens
1703,Mayze Women's SneakersPuma White-Peyote,Women,2,90.0,90.0,Puma,381983_02,https://us.puma.com/us/en/pd/mayze-womens-sneakers/381983?swatch=02&referrer-category=womens-shop-all-womens
1704,FENTY x PUMA AVANTI L Women's SneakersClub Navy,Women,2,160.0,160.0,Puma,399262_01,https://us.puma.com/us/en/pd/fenty-x-puma-avanti-l-womens-sneakers/399262?swatch=01&referrer-category=womens-shop-all-womens
1705,Slipstream Iridescent Women's Sneaker Iridescent-PUMA White,Women,1,90.0,90.0,Puma,392886_01,https://us.puma.com/us/en/pd/slipstream-iridescent-womens-sneaker%C2%A0/392886?swatch=01&referrer-category=womens-shop-all-womens
